player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Mitchell Evans,TE,CAR,NA,NA,0.5,4.4,NA,NA,0.1,0,0.8,NA,27138,FantasyPros,17109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,NA,0.4,4.5,NA,NA,0.1,0,0.8,NA,25346,FantasyPros,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,NYG,NA,NA,0.5,4.2,NA,NA,0,0,0.7,NA,14014,FantasyPros,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,TE,NO,NA,NA,0.4,3.8,NA,NA,0.1,0,0.7,NA,23193,FantasyPros,15541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John FitzPatrick,TE,GB,NA,NA,0.4,4.4,NA,NA,0,0,0.7,NA,24181,FantasyPros,15925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Fisk,TE,LAC,NA,NA,0.5,4.1,NA,NA,0,0,0.6,NA,24921,FantasyPros,16557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,0.4,4.7,NA,NA,0,0,0.6,NA,16579,FantasyPros,13246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,NA,0.4,3.7,NA,NA,0,0,0.6,NA,26310,FantasyPros,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sims,TE,GB,NA,NA,0.3,2.8,NA,NA,0.1,0,0.6,NA,25349,FantasyPros,16483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,SF,NA,NA,0.4,3.8,NA,NA,0,0,0.6,NA,19501,FantasyPros,15335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,PHI,NA,NA,0.4,3.6,NA,NA,0,0,0.6,NA,22841,FantasyPros,15419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,NA,NA,0.4,3,NA,NA,0,0,0.6,NA,25657,FantasyPros,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Wiley,TE,KC,NA,NA,0.3,3.1,NA,NA,0,0,0.5,NA,26343,FantasyPros,16648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Fidone II,TE,NYG,NA,NA,0.5,5,NA,NA,0,0,0.5,NA,23039,FantasyPros,17243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,0.4,3.9,NA,NA,0,0,0.5,NA,22833,FantasyPros,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Culp,TE,TB,NA,NA,0.3,4.2,NA,NA,0,0,0.5,NA,26440,FantasyPros,16796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,NA,0.4,3.4,NA,NA,0,0,0.4,NA,26003,FantasyPros,16647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,HOU,NA,NA,0.3,2.6,NA,NA,0,0,0.4,NA,19389,FantasyPros,14875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,NYJ,NA,NA,0.3,3.2,NA,NA,0,0,0.4,NA,24621,FantasyPros,16113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,NA,0.4,3.1,NA,NA,0,0,0.4,NA,19665,FantasyPros,14984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teagan Quitoriano,TE,ATL,NA,NA,0.3,3.5,NA,NA,0,0,0.4,NA,24182,FantasyPros,15905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,NYJ,NA,NA,0.4,3.4,NA,NA,0,0,0.3,NA,23829,FantasyPros,15840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenden Bates,TE,HOU,NA,NA,0.4,3.3,NA,NA,0,0,0.3,NA,26437,FantasyPros,16962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gavin Bartholomew,TE,MIN,NA,NA,0.3,3.1,NA,NA,0,0,0.3,NA,26002,FantasyPros,17231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Martin-Robinson,TE,TEN,NA,NA,0.3,2.4,NA,NA,0,0,0.3,NA,26922,FantasyPros,16831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,CHI,NA,NA,0.3,2.9,NA,NA,0,0,0.3,NA,17508,FantasyPros,13676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,NA,0.2,2.5,NA,NA,0,0,0.3,NA,23821,FantasyPros,16220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Westover,TE,NE,NA,NA,0.3,2.3,NA,NA,0,0,0.2,NA,26436,FantasyPros,16839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SEA,NA,NA,0.2,2.2,NA,NA,0,0,0.2,NA,16706,FantasyPros,13315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Feleipe Franks,TE,ATL,NA,NA,0.1,0.6,NA,NA,0,0,0.1,NA,20081,FantasyPros,15244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,6.7,6.7,61.7,NA,NA,0.4,0,8.41,NA,16895,FleaFlicker,15794,0,0,0,8,GBSun 4:25 PM,TE1,0.4,61.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDGeorge Kittle,TE,SF,NA,4.1,4.1,55.2,NA,NA,0.4,0,7.76,NA,13023,FleaFlicker,13299,0,0,0,4,ATLSun 8:20 PM,NA,0.4,55.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,5,5,55.6,NA,NA,0.3,0.1,7.4,NA,19242,FleaFlicker,17102,0,0,0,1,@LACSun 4:05 PM,TE2,0.3,55.6,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,3.9,3.9,51.4,NA,NA,0.4,0,7.32,NA,17675,FleaFlicker,16222,0,0,0,5,@ARISun 4:25 PM,NA,0.4,51.4,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,4.5,4.5,50.8,NA,NA,0.4,0,7.31,NA,17681,FleaFlicker,16214,0,0,0,8,TBMon 7:00 PM,NA,0.4,50.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,5.6,5.6,48.2,NA,NA,0.4,0,7.04,NA,16933,FleaFlicker,15799,0,0,0,0,WASSun 4:25 PM,NA,0.4,48.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3.9,3.9,43.2,NA,NA,0.4,0,6.56,NA,12088,FleaFlicker,12676,0,0,0,4,@TENSun 1:00 PM,NA,0.4,43.2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,4.4,4.4,45.6,NA,NA,0.3,0,6.44,NA,9360,FleaFlicker,11244,0,0,0,0,LVSun 1:00 PM,NA,0.3,45.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.2,4.2,43,NA,NA,0.3,0,6.3,NA,13813,FleaFlicker,13674,0,0,0,9,@MINSun 1:00 PM,NA,0.3,43,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,4,4,38,NA,NA,0.4,0,6.24,NA,9376,FleaFlicker,11247,0,0,0,2,@DALSun 4:25 PM,NA,0.4,38,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,MIA,NA,3.9,3.9,41.7,NA,NA,0.3,0,6.19,NA,11261,FleaFlicker,12263,0,0,0,2,@CLESun 1:00 PM,NA,0.3,41.7,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harold Fannin,TE,CLE,NA,4.3,4.3,40.8,NA,NA,0.3,0.1,5.6,NA,19305,FleaFlicker,17103,0,0,0,9,MIASun 1:00 PM,NA,0.3,40.8,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.5,3.5,42.1,NA,NA,0.2,0,5.45,NA,16256,FleaFlicker,15329,0,0,0,5,@SFSun 8:20 PM,NA,0.2,42.1,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,3.4,3.4,38.1,NA,NA,0.2,0,5.27,NA,16937,FleaFlicker,15802,0,0,0,9,@DETMon 7:00 PM,NA,0.2,38.1,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Taylor,TE,NYJ,NA,4,4,39.2,NA,NA,0.2,0.1,5.2,NA,19270,FleaFlicker,17106,0,0,0,9,CARSun 1:00 PM,NA,0.2,39.2,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,3.5,3.5,33.9,NA,NA,0.3,0,4.93,NA,18475,FleaFlicker,16649,0,0,0,4,@DENSun 4:05 PM,NA,0.3,33.9,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,3.9,3.9,36.7,NA,NA,0.2,0,4.85,NA,14677,FleaFlicker,14138,0,0,0,6,PHISun 1:00 PM,NA,0.2,36.7,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,3.9,3.9,36.5,NA,NA,0.2,0,4.81,NA,17634,FleaFlicker,16212,0,0,0,8,@KCSun 1:00 PM,NA,0.2,36.5,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,2.9,2.9,29.8,NA,NA,0.3,0,4.64,NA,18484,FleaFlicker,16723,0,0,0,8,HOUMon 10:00 PM,NA,0.3,29.8,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,PIT,NA,3,3,29.3,NA,NA,0.3,0,4.51,NA,12974,FleaFlicker,13193,0,0,0,5,@CINThu 8:15 PM,NA,0.3,29.3,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,3.8,3.8,37,NA,NA,0.1,0,4.5,NA,16912,FleaFlicker,15889,0,0,0,0,NESun 1:00 PM,NA,0.1,37,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,3.2,3.2,31.4,NA,NA,0.2,0,4.48,NA,12904,FleaFlicker,13192,0,0,0,9,MIASun 1:00 PM,NA,0.2,31.4,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oronde Gadsden,TE,LAC,NA,3.3,3.3,32.2,NA,NA,0.2,0.1,4.44,NA,19404,FleaFlicker,17099,0,0,0,2,INDSun 4:05 PM,NA,0.2,32.2,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,3.5,3.5,33,NA,NA,0.2,0,4.42,NA,16036,FleaFlicker,14861,0,0,0,1,@CHISun 1:00 PM,NA,0.2,33,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,3.1,3.1,31.5,NA,NA,0.2,0,4.39,NA,12140,FleaFlicker,12678,0,0,0,8,@JACSun 9:30 AM,NA,0.2,31.5,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,DEN,NA,3.7,3.7,31.2,NA,NA,0.2,0,4.16,NA,12906,FleaFlicker,13189,0,0,0,2,NYGSun 4:05 PM,NA,0.2,31.2,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.1,3.1,30.5,NA,NA,0.2,0,4.03,NA,13853,FleaFlicker,13772,0,0,0,6,@SEAMon 10:00 PM,NA,0.2,30.5,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,3.5,3.5,31.3,NA,NA,0.1,0.1,3.93,NA,14665,FleaFlicker,14137,0,0,0,0,PITThu 8:15 PM,NA,0.1,31.3,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,2.6,2.6,24.5,NA,NA,0.2,0,3.45,NA,18477,FleaFlicker,16643,0,0,0,4,@NYJSun 1:00 PM,NA,0.2,24.5,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,2.1,2.1,22.2,NA,NA,0.2,0,3.16,NA,17639,FleaFlicker,16216,0,0,0,5,@CINThu 8:15 PM,NA,0.2,22.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colston Loveland,TE,CHI,NA,2.2,2.2,21.9,NA,NA,0.1,0,3.08,NA,19267,FleaFlicker,17104,0,0,0,5,NOSun 1:00 PM,NA,0.1,21.9,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Tonges,TE,SF,NA,1.8,1.8,18.8,NA,NA,0.2,0,2.9,NA,17274,FleaFlicker,16036,0,0,0,4,ATLSun 8:20 PM,NA,0.2,18.8,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,2,2,20.5,NA,NA,0.1,0,2.87,NA,16293,FleaFlicker,15331,0,0,0,5,@CINThu 8:15 PM,NA,0.1,20.5,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,1.8,1.8,19.2,NA,NA,0.1,0,2.78,NA,15573,FleaFlicker,14867,0,0,0,5,NOSun 1:00 PM,NA,0.1,19.2,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,JAC,NA,2,2,18.9,NA,NA,0.1,0,2.77,NA,16269,FleaFlicker,15334,0,0,0,8,LARSun 9:30 AM,NA,0.1,18.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,1.9,1.9,19.3,NA,NA,0.1,0,2.41,NA,18364,FleaFlicker,16641,0,0,0,8,@KCSun 1:00 PM,NA,0.1,19.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.5,1.5,15.4,NA,NA,0.1,0,2.32,NA,16314,FleaFlicker,15332,0,0,0,4,@NYJSun 1:00 PM,NA,0.1,15.4,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,1.8,1.8,18.2,NA,NA,0.1,0,2.28,NA,19348,FleaFlicker,17105,0,0,0,0,NESun 1:00 PM,NA,0.1,18.2,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,1.3,1.3,11.2,NA,NA,0.2,0,2.2,NA,16572,FleaFlicker,15626,0,0,0,8,TBMon 7:00 PM,NA,0.2,11.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,1.6,1.6,16.4,NA,NA,0.1,0,2.12,NA,16932,FleaFlicker,15873,0,0,0,4,@DENSun 4:05 PM,NA,0.1,16.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1.5,1.5,15.3,NA,NA,0.1,0,2.07,NA,12069,FleaFlicker,12677,0,0,0,4,@TENSun 1:00 PM,NA,0.1,15.3,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Arroyo,TE,SEA,NA,1.3,1.3,15.2,NA,NA,0.1,0,2.06,NA,19326,FleaFlicker,17108,0,0,0,8,HOUMon 10:00 PM,NA,0.1,15.2,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,1.2,1.2,12,NA,NA,0.1,0,1.92,NA,17778,FleaFlicker,16219,0,0,0,8,@JACSun 9:30 AM,NA,0.1,12,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAC,NA,1.4,1.4,12.2,NA,NA,0.1,0,1.76,NA,13239,FleaFlicker,13940,0,0,0,8,LARSun 9:30 AM,NA,0.1,12.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1.1,1.1,11.5,NA,NA,0.1,0,1.75,NA,14781,FleaFlicker,14239,0,0,0,1,@CHISun 1:00 PM,NA,0.1,11.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1,1,10.1,NA,NA,0.1,0,1.67,NA,14749,FleaFlicker,14209,0,0,0,6,PHISun 1:00 PM,NA,0.1,10.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1,1,9.9,NA,NA,0.1,0,1.65,NA,15575,FleaFlicker,14870,0,0,0,2,NYGSun 4:05 PM,NA,0.1,9.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRCade Stover,TE,HOU,NA,1.4,1.4,12.3,NA,NA,0.1,0,1.57,NA,18465,FleaFlicker,16642,0,0,0,6,@SEAMon 10:00 PM,NA,0.1,12.3,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,1.4,1.4,10.1,NA,NA,0.1,0,1.55,NA,14714,FleaFlicker,14146,0,0,0,0,PITThu 8:15 PM,NA,0.1,10.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,1.2,1.2,11.6,NA,NA,0.1,0,1.52,NA,18170,FleaFlicker,16425,0,0,0,2,@CLESun 1:00 PM,NA,0.1,11.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1,1,9.7,NA,NA,0.1,0,1.51,NA,16430,FleaFlicker,15337,0,0,0,0,LVSun 1:00 PM,NA,0.1,9.7,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,1.1,1.1,10.8,NA,NA,0.1,0,1.5,NA,17676,FleaFlicker,16215,0,0,0,5,@ARISun 4:25 PM,NA,0.1,10.8,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,1.1,1.1,10.2,NA,NA,0.1,0,1.5,NA,17726,FleaFlicker,16333,0,0,0,8,GBSun 4:25 PM,NA,0.1,10.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1.2,1.2,10.6,NA,NA,0.1,0,1.48,NA,16833,FleaFlicker,15796,0,0,0,9,CARSun 1:00 PM,NA,0.1,10.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,0.9,0.9,8.2,NA,NA,0.1,0,1.36,NA,17649,FleaFlicker,16221,0,0,0,0,WASSun 4:25 PM,NA,0.1,8.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,0.8,0.8,6.2,NA,NA,0.1,0,1.35,NA,18244,FleaFlicker,16474,0,0,0,2,NYGSun 4:05 PM,NA,0.1,6.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJake Briningstool,TE,KC,NA,0.7,0.7,7.4,NA,NA,0.1,0,1.34,NA,19561,FleaFlicker,17268,0,0,0,0,LVSun 1:00 PM,NA,0.1,7.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,1.1,1.1,9.6,NA,NA,0.1,0,1.32,NA,14475,FleaFlicker,13763,0,0,0,2,INDSun 4:05 PM,NA,0.1,9.6,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,0.5,0.5,4.8,NA,NA,0.1,0,1.2,NA,16971,FleaFlicker,15800,0,0,0,5,@CINThu 8:15 PM,NA,0.1,4.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,0.6,0.6,7.8,NA,NA,0.1,0,1.19,NA,16951,FleaFlicker,15916,0,0,0,1,@LACSun 4:05 PM,NA,0.1,7.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Grandy,TE,CIN,NA,0.8,0.8,7.5,NA,NA,0.1,0,1.11,NA,18852,FleaFlicker,16979,0,0,0,0,PITThu 8:15 PM,NA,0.1,7.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,LV,NA,1,1,8.7,NA,NA,0,0,1.05,NA,13874,FleaFlicker,13678,0,0,0,8,@KCSun 1:00 PM,NA,0,8.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,0.8,0.8,8.1,NA,NA,0,0,1.03,NA,13653,FleaFlicker,13424,0,0,0,1,@CHISun 1:00 PM,NA,0,8.1,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,0.7,0.7,7.4,NA,NA,0,0,0.98,NA,16986,FleaFlicker,15804,0,0,0,9,@MINSun 1:00 PM,NA,0,7.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,0.6,0.6,6.7,NA,NA,0.1,0,0.97,NA,13980,FleaFlicker,13847,0,0,0,2,INDSun 4:05 PM,NA,0.1,6.7,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
