player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Quinshon Judkins,RB,CLE,NA,18.7,86.5,NA,0.6,NA,2,15.7,NA,NA,0.1,0.1,14.2,NA,25391,FantasyPros,17051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,13.5,63.9,NA,0.7,NA,3.6,26.1,NA,NA,0.2,0.1,14,NA,22968,FantasyPros,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,16.5,74.1,NA,0.6,NA,2.6,19.4,NA,NA,0.2,0.2,13.9,NA,23059,FantasyPros,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,16.4,77.9,NA,0.5,NA,2.6,18.1,NA,NA,0.1,0.1,13.3,NA,17240,FantasyPros,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,16.8,72.4,NA,0.6,NA,3.1,18.1,NA,NA,0.1,0.1,13.3,NA,22739,FantasyPros,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,17.1,75.1,NA,0.3,NA,3.2,26.9,NA,NA,0.2,0.1,13.1,NA,22982,FantasyPros,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,15,60.5,NA,0.6,NA,3.2,24.3,NA,NA,0.2,0.1,12.9,NA,23891,FantasyPros,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,13,65.2,NA,0.7,NA,1.5,13.5,NA,NA,0.1,0.2,12.2,NA,27316,FantasyPros,17256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,16.3,69.9,NA,0.4,NA,2.7,17.9,NA,NA,0.1,0.1,12.1,NA,25989,FantasyPros,17042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,15,72.8,NA,0.6,NA,1.5,7.9,NA,NA,0.1,0.1,11.6,NA,19245,FantasyPros,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,15.5,63.6,NA,0.4,NA,2.6,20.9,NA,NA,0.1,0.1,11.6,NA,19210,FantasyPros,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,15.8,73.6,NA,0.5,NA,1.9,11.2,NA,NA,0.1,0.1,11.3,NA,22969,FantasyPros,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,15.6,70.2,NA,0.4,NA,1.9,13.6,NA,NA,0.1,0.1,11.1,NA,19647,FantasyPros,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,14.2,56,NA,0.5,NA,2.4,17.4,NA,NA,0.1,0.1,10.7,NA,27166,FantasyPros,17045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,13.4,57.8,NA,0.3,NA,2.9,24,NA,NA,0.1,0.1,10.7,NA,24209,FantasyPros,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne Jr.,RB,JAC,NA,15.4,63.9,NA,0.4,NA,2.4,16.4,NA,NA,0.1,0.1,10.4,NA,19231,FantasyPros,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,13,59.5,NA,0.3,NA,2,14.1,NA,NA,0.2,0.1,10.2,NA,26355,FantasyPros,16757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,12.2,53.9,NA,0.2,NA,3.8,25,NA,NA,0.1,0.1,9.7,NA,16421,FantasyPros,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,11.3,46.8,NA,0.6,NA,1.5,12.8,NA,NA,0,0.1,9.7,NA,18239,FantasyPros,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,12.5,50.5,NA,0.5,NA,2.1,15.2,NA,NA,0.1,0.2,9.4,NA,22726,FantasyPros,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,12.8,50.5,NA,0.5,NA,1.7,13.2,NA,NA,0.1,0.1,9.3,NA,23021,FantasyPros,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,12.6,49.1,NA,0.3,NA,2.9,18.5,NA,NA,0.1,0.1,9.1,NA,25324,FantasyPros,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,14.2,55,NA,0.3,NA,1.9,11.4,NA,NA,0,0.1,8.4,NA,18705,FantasyPros,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,11.5,46.9,NA,0.3,NA,2,11.7,NA,NA,0.1,0,8.2,NA,19792,FantasyPros,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,9.6,39.7,NA,0.3,NA,2.5,18.4,NA,NA,0.1,0.1,8.1,NA,23065,FantasyPros,17043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,8.6,37,NA,0.4,NA,2.4,15.3,NA,NA,0.1,0,8,NA,23310,FantasyPros,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,11.2,45.2,NA,0.3,NA,1.9,11.5,NA,NA,0.1,0.1,7.8,NA,24333,FantasyPros,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,11.1,39.2,NA,0.4,NA,1.2,9.3,NA,NA,0,0,7.6,NA,23152,FantasyPros,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,10.7,38.1,NA,0.3,NA,2,17.1,NA,NA,0.1,0.1,7.5,NA,27520,FantasyPros,17053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,9.6,41.1,NA,0.3,NA,1.3,9.1,NA,NA,0,0,6.9,NA,17246,FantasyPros,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,9.5,31.9,NA,0.4,NA,1.1,7.4,NA,NA,0,0,6.7,NA,16425,FantasyPros,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zonovan Knight,RB,ARI,NA,9.4,36.1,NA,0.3,NA,1.1,8,NA,NA,0,0.1,6.2,NA,24901,FantasyPros,15727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,8.9,36.4,NA,0.3,NA,0.6,4.3,NA,NA,0,0,5.9,NA,24172,FantasyPros,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,8.8,39.4,NA,0.2,NA,0.8,5.6,NA,NA,0,0,5.8,NA,24360,FantasyPros,16171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,7.8,30.4,NA,0.2,NA,2,10.9,NA,NA,0,0,5.6,NA,22728,FantasyPros,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,7.5,30.7,NA,0.3,NA,1.1,8.1,NA,NA,0,0,5.6,NA,23679,FantasyPros,16166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,5.5,26.3,NA,0.2,NA,2.1,14.9,NA,NA,0.1,0.1,5.5,NA,27142,FantasyPros,17068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,6.7,23.5,NA,0.3,NA,1.3,9.2,NA,NA,0.1,0.1,5.1,NA,23798,FantasyPros,15720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,6,23.9,NA,0.2,NA,2,13.5,NA,NA,0,0,4.9,NA,25323,FantasyPros,16165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,6.6,28.4,NA,0.2,NA,0.7,5.6,NA,NA,0,0,4.7,NA,23013,FantasyPros,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,NA,5.1,21.6,NA,0.2,NA,1,8.1,NA,NA,0.1,0.1,4.3,NA,27297,FantasyPros,17052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,3.2,17.5,NA,0.2,NA,1.3,9.7,NA,NA,0.1,0.1,4.2,NA,16445,FantasyPros,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,5.2,22.1,NA,0.2,NA,0.7,5.9,NA,NA,0,0,4.2,NA,27131,FantasyPros,17066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,5.1,22.4,NA,0.1,NA,1.3,9.4,NA,NA,0,0,4.1,NA,25977,FantasyPros,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,5.3,21.5,NA,0.2,NA,0.9,7.4,NA,NA,0.1,0.1,4,NA,24344,FantasyPros,17069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,5.2,21.9,NA,0.1,NA,1,7.8,NA,NA,0.1,0.1,4,NA,25748,FantasyPros,17337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,5.1,20.1,NA,0.1,NA,1.3,10.7,NA,NA,0,0.1,3.6,NA,16423,FantasyPros,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,2.6,14.3,NA,0.1,NA,2.1,11.8,NA,NA,0.1,0,3.5,NA,22921,FantasyPros,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson Jr.,RB,SF,NA,5.1,20.1,NA,0.2,NA,0.5,3.7,NA,NA,0,0,3.4,NA,20094,FantasyPros,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,4.8,18.8,NA,0.1,NA,1.2,8.5,NA,NA,0,0,3.4,NA,22980,FantasyPros,16747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,NA,4.6,18.4,NA,0.2,NA,0.5,4.1,NA,NA,0,0,3.3,NA,25984,FantasyPros,17059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,4,16.9,NA,0.1,NA,0.7,4.7,NA,NA,0,0,3.2,NA,14338,FantasyPros,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,3.9,17.3,NA,0.1,NA,0.8,5.7,NA,NA,0,0,3.2,NA,25885,FantasyPros,16432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,4.4,15.7,NA,0.1,NA,0.3,2.5,NA,NA,0,0,2.7,NA,27165,FantasyPros,17048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,2.6,14.4,NA,0.1,NA,1,5.9,NA,NA,0.1,0.1,2.6,NA,25654,FantasyPros,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,1.5,7.4,NA,0.1,NA,1.3,10.4,NA,NA,0.1,0,2.6,NA,27259,FantasyPros,17049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,2.7,14.6,NA,0.2,NA,0.1,0.9,NA,NA,0,0,2.5,NA,22986,FantasyPros,16174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,1.9,8.2,NA,0,NA,1,7,NA,NA,0,0,2,NA,27102,FantasyPros,17047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,1.7,9.1,NA,0,NA,0.8,5.6,NA,NA,0,0,1.9,NA,25823,FantasyPros,16387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phil Mafah,RB,DAL,NA,1.8,8.4,NA,0.1,NA,0.2,1.9,NA,NA,0,0,1.6,NA,22928,FantasyPros,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,0.8,NA,0,NA,1.2,10.9,NA,NA,0.1,0,1.6,NA,11798,FantasyPros,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,1.4,6.3,NA,0,NA,0.9,7,NA,NA,0,0.1,1.6,NA,23812,FantasyPros,15718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAC,NA,0.6,5.6,NA,0,NA,0.8,6.6,NA,NA,0,0,1.6,NA,27285,FantasyPros,17061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,1.6,8.4,NA,0.1,NA,0.3,2.1,NA,NA,0,0,1.5,NA,27097,FantasyPros,17060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,1.7,8.4,NA,0,NA,0.4,2.9,NA,NA,0,0,1.5,NA,22930,FantasyPros,16601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,2.3,7.9,NA,0.1,NA,0.3,2,NA,NA,0,0,1.3,NA,25393,FantasyPros,17056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,1.8,8.2,NA,0,NA,0.2,1.2,NA,NA,0,0,1.1,NA,18280,FantasyPros,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,2,7.4,NA,0,NA,0.2,1.3,NA,NA,0,0,1.1,NA,19358,FantasyPros,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,1.6,5.9,NA,0,NA,0.2,1.5,NA,NA,0,0,1.1,NA,19074,FantasyPros,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,1.3,6.5,NA,0,NA,0.5,2.8,NA,NA,0,0,1.1,NA,25876,FantasyPros,16390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.4,1.6,NA,0,NA,0.5,3.8,NA,NA,0.1,0,0.9,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,NYJ,NA,0,0,NA,0,NA,0.6,3.8,NA,NA,0.1,0,0.9,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,1.2,4.9,NA,0,NA,0.1,1,NA,NA,0,0,0.9,NA,26392,FantasyPros,16688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,1.5,6.1,NA,0,NA,0.1,1,NA,NA,0,0,0.9,NA,26212,FantasyPros,17058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,1.3,4.3,NA,0.1,NA,0.1,0.7,NA,NA,0,0,0.9,NA,25322,FantasyPros,16175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,MIN,NA,1.5,5.3,NA,0,NA,0.1,0.7,NA,NA,0,0,0.8,NA,19268,FantasyPros,14799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,1,4.7,NA,0.1,NA,0.1,0.5,NA,NA,0,0,0.8,NA,19471,FantasyPros,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,1,5.6,NA,0,NA,0.1,1.2,NA,NA,0,0,0.8,NA,23682,FantasyPros,17046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MarShawn Lloyd,RB,GB,NA,1,4.2,NA,0.1,NA,0.1,0.4,NA,NA,0,0,0.8,NA,23118,FantasyPros,16604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,1,3.9,NA,0,NA,0.3,2.2,NA,NA,0,0,0.7,NA,22915,FantasyPros,16608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,1,4.8,NA,0,NA,0.2,1.3,NA,NA,0,0,0.7,NA,22976,FantasyPros,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,0.9,3.6,NA,0,NA,0.1,0.5,NA,NA,0,0,0.6,NA,24335,FantasyPros,17064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathan Carter,RB,ATL,NA,1.2,4.9,NA,0,NA,0,0,NA,NA,0,0,0.6,NA,27667,FantasyPros,17348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,KC,NA,1,3.1,NA,0.1,NA,0.1,0.1,NA,NA,0,0,0.6,NA,22813,FantasyPros,15263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,1,4,NA,0,NA,0.1,1,NA,NA,0,0,0.6,NA,24689,FantasyPros,15965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,1,3.2,NA,0,NA,0,0.2,NA,NA,0,0,0.6,NA,22908,FantasyPros,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.3,0.8,NA,0,NA,0.5,4,NA,NA,0,0,0.6,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,1,2.9,NA,0,NA,0.1,0.7,NA,NA,0,0,0.6,NA,27310,FantasyPros,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.1,0.8,NA,0.1,NA,0.2,1.4,NA,NA,0,0,0.5,NA,16209,FantasyPros,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,1.2,3.2,NA,0,NA,0.1,0.9,NA,NA,0,0,0.5,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,NYJ,NA,0.9,4.1,NA,0,NA,0.1,0.4,NA,NA,0,0,0.4,NA,22763,FantasyPros,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
