player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned
David Njoku,TE,CLE,NA,NA,3.59,35.71,NA,NA,0.27,0.02,8.74,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,3.47,37.86,NA,NA,0.24,0.02,8.66,NA,2562378,NFL,14138,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,2.68,34.23,NA,NA,0.34,0.02,8.14,NA,2560957,NFL,13671,NA,0.37,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,NA,3.29,31.5,NA,NA,0.26,NA,8,NA,2540158,NFL,11247,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.32,33.37,NA,NA,0.21,0.03,7.86,NA,2560866,NFL,13772,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,NA,3.35,30.98,NA,NA,0.16,0.02,7.39,NA,2567658,NFL,15889,NA,0.26,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,MIA,NA,NA,2.97,31.66,NA,NA,0.21,0.01,7.38,NA,2552408,NFL,12263,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Taylor,TE,NYJ,NA,NA,2.85,30.64,NA,NA,0.2,0.01,7.1,NA,2574451,NFL,17106,NA,0.01,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,DEN,NA,NA,3.09,26.39,NA,NA,0.2,0.02,6.89,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,NA,2.58,28.65,NA,NA,0.16,0.01,6.39,NA,2572333,NFL,16649,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,1.94,23.93,NA,NA,0.23,0.02,5.67,NA,2567283,NFL,15798,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,2.23,21.73,NA,NA,0.16,0.01,5.34,NA,2568312,NFL,15802,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,NA,2.14,21.23,NA,NA,0.16,0.01,5.2,NA,2572513,NFL,16723,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Tonges,TE,SF,NA,NA,1.97,21.94,NA,NA,0.16,0.01,5.1,NA,2567439,NFL,16036,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oronde Gadsden II,TE,LAC,NA,NA,2.04,22.01,NA,NA,0.14,0.01,5.06,NA,2574511,NFL,17099,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,2.02,19.01,NA,NA,0.11,0.01,4.56,NA,2571892,NFL,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,NA,1.92,19.8,NA,NA,0.11,0.01,4.54,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,NA,1.84,19.81,NA,NA,0.11,0.01,4.46,NA,2560994,NFL,13672,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,NA,1.55,14.69,NA,NA,0.16,0.01,3.96,NA,2555364,NFL,12678,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,1.68,16.43,NA,NA,0.1,0.01,3.9,NA,2570032,NFL,16212,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1.38,14.43,NA,NA,0.1,0.01,3.41,NA,2566178,NFL,15337,NA,0.11,NA,NA,NA,NA,NA,NA,NA
Elijah Arroyo,TE,SEA,NA,NA,1.31,14.72,NA,NA,0.09,0.01,3.3,NA,2574554,NFL,17108,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,1.19,14.01,NA,NA,0.11,0.01,3.23,NA,2562681,NFL,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.4,12.44,NA,NA,0.09,0.01,3.16,NA,2565914,NFL,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,NA,1.32,11.77,NA,NA,0.08,0.01,2.96,NA,2574152,NFL,17105,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,SF,NA,NA,1.15,11.88,NA,NA,0.07,0.01,2.74,NA,2566160,NFL,15335,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,NA,1.07,11.6,NA,NA,0.07,0.01,2.63,NA,2561046,NFL,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,NA,1,9.82,NA,NA,0.07,0.01,2.38,NA,2573064,NFL,16647,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,NA,1.02,9.35,NA,NA,0.05,0.01,2.24,NA,2569690,NFL,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,NA,0.98,9.39,NA,NA,0.05,NA,2.22,NA,2555415,NFL,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,0.95,8.92,NA,NA,0.06,NA,2.2,NA,2568042,NFL,15796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAX,NA,NA,0.95,8.06,NA,NA,0.06,NA,2.12,NA,2558875,NFL,13940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,0.84,8.1,NA,NA,0.07,NA,2.07,NA,2564703,NFL,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,NA,0.81,8.62,NA,NA,0.06,NA,2.03,NA,2562693,NFL,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,NA,0.83,8.13,NA,NA,0.05,NA,1.94,NA,2571129,NFL,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,0.83,8.32,NA,NA,0.04,NA,1.9,NA,2567985,NFL,15873,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,NA,0.78,7.29,NA,NA,0.06,NA,1.87,NA,2570017,NFL,16219,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,TE,LAR,NA,NA,0.72,7.38,NA,NA,0.05,NA,1.76,NA,2574267,NFL,17107,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,NA,0.73,7.64,NA,NA,0.04,NA,1.73,NA,2561027,NFL,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tip Reiman,TE,ARI,NA,NA,0.74,6.46,NA,NA,0.05,NA,1.69,NA,2572426,NFL,16706,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.66,6.6,NA,NA,0.06,NA,1.68,NA,2568063,NFL,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,NA,0.66,6.12,NA,NA,0.06,NA,1.63,NA,2562720,NFL,14146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,NA,0.59,5.48,NA,NA,0.03,NA,1.32,NA,2570068,NFL,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,NA,0.44,4.66,NA,NA,0.04,NA,1.15,NA,2570353,NFL,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,0.44,4.04,NA,NA,0.05,NA,1.14,NA,2566580,NFL,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Evans,TE,CAR,NA,NA,0.5,4.61,NA,NA,0.03,NA,1.14,NA,2573978,NFL,17109,NA,0.01,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,NYJ,NA,NA,0.42,4.97,NA,NA,0.03,NA,1.1,NA,2569227,NFL,16113,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SEA,NA,NA,0.45,4.26,NA,NA,0.03,NA,1.06,NA,2558023,NFL,13315,NA,NA,NA,NA,NA,NA,NA,NA,NA
