player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Christian McCaffrey,RB,SF,NA,17.8,76.7,NA,0.7,5.9,5.9,53.3,NA,NA,0.4,0.1,18.98,NA,12892,FleaFlicker,13130,4,@ARISun 4:05 PM,RB3,1,130,98%,NA,NA
Josh Jacobs,RB,GB,NA,19.1,86.1,NA,1,2.8,2.8,23.5,NA,NA,0.1,0.1,17.06,NA,14673,FleaFlicker,14073,5,@NYGSun 1:00 PM,RB7,1.1,109.6,98%,NA,NA
Bijan Robinson,RB,ATL,NA,15.9,80.8,NA,0.4,4.4,4.4,42,NA,NA,0.3,0.1,16.22,NA,17603,FleaFlicker,16161,5,CARSun 1:00 PM,RB2,0.7,122.8,98%,NA,NA
James Cook,RB,BUF,NA,19.2,91.5,NA,0.7,2,2,16.8,NA,NA,0.1,0.1,15.45,NA,16839,FleaFlicker,15715,7,TBSun 1:00 PM,RB6,0.8,108.3,98%,NA,NA
Jahmyr Gibbs,RB,DET,NA,14.2,73.9,NA,0.7,3.3,3.3,25.3,NA,NA,0.2,0.1,15.16,NA,17612,FleaFlicker,16162,8,@PHISun 8:20 PM,RB4,0.9,99.2,98%,NA,NA
Ashton Jeanty,RB,LV,NA,17.7,74.5,NA,0.6,3,3,23.2,NA,NA,0.2,0.1,14.73,NA,19247,FleaFlicker,17042,8,DALMon 8:15 PM,RB12,0.9,97.6,95%,NA,NA
Rico Dowdle,RB,CAR,NA,18.7,92.6,NA,0.5,2.3,2.3,15.9,NA,NA,0.1,0.1,14.35,NA,15904,FleaFlicker,14823,4,@ATLSun 1:00 PM,RB16,0.6,108.5,93%,NA,NA
Jaylen Warren,RB,PIT,NA,15.9,80,NA,0.5,2.7,2.7,21.6,NA,NA,0.1,0.1,13.65,NA,17137,FleaFlicker,15742,5,CINSun 1:00 PM,RB19,0.6,101.6,94%,NA,NA
Javonte Williams,RB,DAL,NA,16.9,72.4,NA,0.7,2.8,2.8,13.7,NA,NA,0.1,0.1,13.43,NA,16282,FleaFlicker,15256,0,@LVMon 8:15 PM,RB11,0.8,86.1,97%,NA,NA
Derrick Henry,RB,BAL,NA,16.8,79.7,NA,0.7,1.1,1.1,10,NA,NA,0.1,0.1,13.29,NA,12042,FleaFlicker,12626,7,@CLESun 4:25 PM,RB5,0.8,89.6,98%,NA,NA
Saquon Barkley,RB,PHI,NA,17.1,71.9,NA,0.5,2.8,2.8,20.1,NA,NA,0.2,0.1,13,NA,13778,FleaFlicker,13604,9,DETSun 8:20 PM,RB9,0.7,92,98%,NA,NA
Travis Etienne,RB,JAC,NA,15.7,74,NA,0.4,2.5,2.5,17.2,NA,NA,0.1,0.1,12.14,NA,16241,FleaFlicker,15253,8,LACSun 1:00 PM,RB20,0.5,91.2,96%,NA,NA
Kyren Williams,RB,LAR,NA,15,61.8,NA,0.6,2.1,2.1,14.2,NA,NA,0.2,0.1,11.74,NA,17004,FleaFlicker,15710,8,SEASun 4:05 PM,RB10,0.7,76,98%,NA,NA
Kimani Vidal,RB,LAC,NA,15.9,68.4,NA,0.5,1.9,1.9,12.8,NA,NA,0.1,0.1,11.53,NA,18523,FleaFlicker,16757,2,@JACSun 1:00 PM,NA,0.6,81.2,79%,NA,NA
Quinshon Judkins,RB,CLE,NA,16.8,70.9,NA,0.5,1.7,1.7,12.3,NA,NA,0.1,0.1,11.46,NA,19303,FleaFlicker,17051,9,BALSun 4:25 PM,RB13,0.6,83.2,93%,NA,NA
Woody Marks,RB,HOU,NA,13.1,56.6,NA,0.5,1.9,1.9,18,NA,NA,0.1,0.1,10.96,NA,19351,FleaFlicker,17053,6,@TENSun 1:00 PM,NA,0.6,74.6,74%,NA,NA
Breece Hall,RB,NYJ,NA,15.8,67.1,NA,0.3,2.2,2.2,18.3,NA,NA,0.1,0.1,10.88,NA,16834,FleaFlicker,15708,9,@NEThu 8:15 PM,RB17,0.4,85.4,97%,NA,NA
Chase Brown,RB,CIN,NA,13.6,56.2,NA,0.4,3.5,3.5,22.6,NA,NA,0.2,0.1,10.88,NA,17756,FleaFlicker,16181,0,@PITSun 1:00 PM,RB15,0.5,78.9,96%,NA,NA
D'Andre Swift,RB,CHI,NA,12.9,54.1,NA,0.4,2.5,2.5,21,NA,NA,0.1,0.1,10.55,NA,15601,FleaFlicker,14797,5,@MINSun 1:00 PM,RB18,0.5,75.2,96%,NA,NA
Rachaad White,RB,TB,NA,12.2,53.1,NA,0.4,3,3,19.7,NA,NA,0.1,0.1,10.4,NA,16882,FleaFlicker,15721,9,@BUFSun 1:00 PM,NA,0.6,72.8,90%,NA,NA
Aaron Jones,RB,MIN,NA,9.9,54.9,NA,0.3,2.5,2.5,20.8,NA,NA,0.1,0.1,9.91,NA,13111,FleaFlicker,13319,6,CHISun 1:00 PM,RB27,0.4,75.7,89%,NA,NA
TreVeyon Henderson,RB,NE,NA,10.7,52.9,NA,0.4,2.2,2.2,16.7,NA,NA,0.1,0.1,9.87,NA,19272,FleaFlicker,17043,4,NYJThu 8:15 PM,RB21,0.5,69.6,90%,NA,NA
OUTRhamondre Stevenson,RB,NE,NA,10.5,41.5,NA,0.5,1.6,1.6,13.5,NA,NA,0.1,0.1,8.78,NA,16339,FleaFlicker,15259,4,NYJThu 8:15 PM,NA,0.6,55.1,86%,NA,NA
Tyrone Tracy,RB,NYG,NA,13.2,49.9,NA,0.3,2.3,2.3,15.3,NA,NA,0.1,0.1,8.72,NA,18534,FleaFlicker,16747,4,GBSun 1:00 PM,NA,0.4,65.2,85%,NA,NA
RJ Harvey,RB,DEN,NA,11,43.3,NA,0.3,2.5,2.5,16.7,NA,NA,0.2,0.1,8.68,NA,19290,FleaFlicker,17068,2,KCSun 4:25 PM,RB22,0.5,60,88%,NA,NA
Kenneth Walker,RB,SEA,NA,12.9,51.1,NA,0.4,1.5,1.5,11.2,NA,NA,0.1,0.1,8.67,NA,16890,FleaFlicker,15711,8,@LARSun 4:05 PM,RB24,0.4,62.3,96%,NA,NA
David Montgomery,RB,DET,NA,10.9,43.6,NA,0.5,1.5,1.5,11.9,NA,NA,0.1,0.1,8.47,NA,14716,FleaFlicker,14071,8,@PHISun 8:20 PM,RB26,0.5,55.5,96%,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,10,47.6,NA,0.3,1.1,1.1,8.6,NA,NA,0,0.1,7.62,NA,19509,FleaFlicker,17256,2,@MIASun 9:30 AM,NA,0.4,56.2,83%,NA,NA
Kareem Hunt,RB,KC,NA,11,33.7,NA,0.5,1.4,1.4,9.4,NA,NA,0.1,0,7.49,NA,12934,FleaFlicker,13138,0,@DENSun 4:25 PM,NA,0.5,43,70%,NA,NA
Jordan Mason,RB,MIN,NA,10.5,48.1,NA,0.3,0.8,0.8,5.2,NA,NA,0,0.1,7.41,NA,17167,FleaFlicker,15972,6,CHISun 1:00 PM,NA,0.4,53.2,86%,NA,NA
Zach Charbonnet,RB,SEA,NA,9.8,36.7,NA,0.4,1.1,1.1,8.5,NA,NA,0,0,7.3,NA,17667,FleaFlicker,16169,8,@LARSun 4:05 PM,NA,0.5,45.2,87%,NA,NA
Nick Chubb,RB,HOU,NA,9.7,44.6,NA,0.3,0.9,0.9,6.2,NA,NA,0,0,6.82,NA,13802,FleaFlicker,13610,6,@TENSun 1:00 PM,NA,0.3,50.7,76%,NA,NA
Bam Knight,RB,ARI,NA,10.7,37.4,NA,0.3,1.3,1.3,9.7,NA,NA,0,0.1,6.8,NA,17486,FleaFlicker,15727,8,SFSun 4:05 PM,NA,0.4,47.1,46%,NA,NA
Emari Demercado,RB,ARI,NA,6.3,41.8,NA,0.2,1.5,1.5,10.4,NA,NA,0.1,0.1,6.76,NA,17978,FleaFlicker,16385,8,SFSun 4:05 PM,NA,0.3,52.2,41%,NA,NA
Tyjae Spears,RB,TEN,NA,8.5,34.7,NA,0.2,2.2,2.2,16,NA,NA,0.1,0,6.73,NA,17624,FleaFlicker,16165,0,HOUSun 1:00 PM,NA,0.3,50.8,69%,NA,NA
Kyle Monangai,RB,CHI,NA,9.2,38.8,NA,0.3,1,1,8.5,NA,NA,0,0,6.71,NA,19543,FleaFlicker,17066,5,@MINSun 1:00 PM,NA,0.3,47.3,73%,NA,NA
Tony Pollard,RB,TEN,NA,11.3,42.4,NA,0.2,1.8,1.8,11.3,NA,NA,0,0.1,6.69,NA,14759,FleaFlicker,14085,0,HOUSun 1:00 PM,NA,0.2,53.7,89%,NA,NA
Tyler Allgeier,RB,ATL,NA,8.9,36.3,NA,0.4,0.5,0.5,3.8,NA,NA,0,0,6.67,NA,16993,FleaFlicker,15712,5,CARSun 1:00 PM,NA,0.5,40.1,71%,NA,NA
Sean Tucker,RB,TB,NA,8.8,39.5,NA,0.3,1,1,6.5,NA,NA,0,0.1,6.48,NA,18278,FleaFlicker,16166,9,@BUFSun 1:00 PM,NA,0.3,46,29%,NA,NA
Devin Singletary,RB,NYG,NA,9.5,36.1,NA,0.3,1.3,1.3,8.2,NA,NA,0,0,6.42,NA,14736,FleaFlicker,14080,4,GBSun 1:00 PM,NA,0.3,44.3,40%,NA,NA
Kenneth Gainwell,RB,PIT,NA,5.5,27.6,NA,0.3,2.6,2.6,16.4,NA,NA,0.1,0.1,6.42,NA,16480,FleaFlicker,15255,5,CINSun 1:00 PM,NA,0.4,44,57%,NA,NA
Chris Rodriguez,RB,WAS,NA,8.8,36.4,NA,0.4,0.2,0.2,1.4,NA,NA,0,0,6.03,NA,17762,FleaFlicker,16174,2,@MIASun 9:30 AM,NA,0.4,37.9,26%,NA,NA
Blake Corum,RB,LAR,NA,7.8,30.7,NA,0.2,0.7,0.7,5.2,NA,NA,0,0,5.05,NA,18441,FleaFlicker,16593,8,SEASun 4:05 PM,NA,0.2,35.9,45%,NA,NA
J.K. Dobbins,RB,DEN,NA,5.3,32.2,NA,0.2,0.6,0.6,3,NA,NA,0,0,4.72,NA,15555,FleaFlicker,14800,2,KCSun 4:25 PM,RB25,0.2,35.2,94%,NA,NA
Emanuel Wilson,RB,GB,NA,5.6,27.8,NA,0.1,1.1,1.1,7.7,NA,NA,0.1,0,4.71,NA,18234,FleaFlicker,16432,5,@NYGSun 1:00 PM,NA,0.2,35.5,26%,NA,NA
Chuba Hubbard,RB,CAR,NA,6.6,25.9,NA,0.1,1,1,6,NA,NA,0.1,0,4.55,NA,16361,FleaFlicker,15261,4,@ATLSun 1:00 PM,NA,0.2,31.9,88%,NA,NA
IRTrey Benson,RB,ARI,NA,4.2,25.8,NA,0.1,1.3,1.3,8.5,NA,NA,0,0,4.47,NA,18442,FleaFlicker,16594,8,SFSun 4:05 PM,NA,0.2,34.3,76%,NA,NA
Isaiah Davis,RB,NYJ,NA,4.8,20.9,NA,0.1,1.9,1.9,14.1,NA,NA,0.1,0,4.42,NA,18492,FleaFlicker,16752,9,@NEThu 8:15 PM,NA,0.2,35,33%,NA,NA
Bhayshul Tuten,RB,JAC,NA,5.2,22.1,NA,0.2,0.9,0.9,7,NA,NA,0.1,0,4.42,NA,19349,FleaFlicker,17052,8,LACSun 1:00 PM,NA,0.3,29,55%,NA,NA
Jeremy McNichols,RB,WAS,NA,2.8,18.7,NA,0.1,1.6,1.6,12.2,NA,NA,0.1,0,4.18,NA,12999,FleaFlicker,13143,2,@MIASun 9:30 AM,NA,0.2,30.8,26%,NA,NA
Brian Robinson,RB,SF,NA,5.9,23.9,NA,0.2,0.4,0.4,3.3,NA,NA,0,0,4.06,NA,16875,FleaFlicker,15716,4,@ARISun 4:05 PM,NA,0.2,27.2,63%,NA,NA
Samaje Perine,RB,CIN,NA,5.1,23.4,NA,0.2,0.9,0.9,7.6,NA,NA,0,0.1,3.94,NA,13011,FleaFlicker,13133,0,@PITSun 1:00 PM,NA,0.2,30.9,24%,NA,NA
Brashard Smith,RB,KC,NA,5.9,18.4,NA,0.1,1.4,1.4,10.6,NA,NA,0.1,0,3.84,NA,19486,FleaFlicker,17049,0,@DENSun 4:25 PM,NA,0.2,29.1,36%,NA,NA
Raheem Mostert,RB,LV,NA,3,13.7,NA,0.1,0.9,0.9,7.5,NA,NA,0.1,0,3.3,NA,11455,FleaFlicker,12447,8,DALMon 8:15 PM,NA,0.2,21.2,19%,NA,NA
Justice Hill,RB,BAL,NA,1.6,7.4,NA,0.1,1.8,1.8,15.6,NA,NA,0.1,0,3.28,NA,14767,FleaFlicker,14086,7,@CLESun 4:25 PM,NA,0.2,23,38%,NA,NA
Ty Johnson,RB,BUF,NA,2.3,12.5,NA,0.1,1,1,9.9,NA,NA,0.1,0,3.24,NA,14842,FleaFlicker,14095,7,TBSun 1:00 PM,NA,0.2,22.4,14%,NA,NA
Jaret Patterson,RB,LAC,NA,4.1,16.5,NA,0.1,0.6,0.6,4.8,NA,NA,0,0,3.01,NA,16630,FleaFlicker,15260,2,@JACSun 1:00 PM,NA,0.1,21.3,6%,NA,NA
Jerome Ford,RB,CLE,NA,2.6,12.5,NA,0.1,1.7,1.7,9.4,NA,NA,0.1,0,3.01,NA,16974,FleaFlicker,15713,9,BALSun 4:25 PM,NA,0.1,21.9,44%,NA,NA
Keaton Mitchell,RB,BAL,NA,3.4,16.9,NA,0.1,0.5,0.5,4.5,NA,NA,0,0,2.79,NA,18174,FleaFlicker,16178,7,@CLESun 4:25 PM,NA,0.1,21.4,20%,NA,NA
Jaydon Blue,RB,DAL,NA,4.4,14.1,NA,0.1,0.5,0.5,4.2,NA,NA,0.1,0.1,2.63,NA,19421,FleaFlicker,17069,0,@LVMon 8:15 PM,NA,0.1,18.2,44%,NA,NA
Dylan Sampson,RB,CLE,NA,2.6,9,NA,0.1,1.2,1.2,8.5,NA,NA,0.1,0,2.57,NA,19359,FleaFlicker,17047,9,BALSun 4:25 PM,NA,0.1,17.5,42%,NA,NA
Ollie Gordon,RB,MIA,NA,2.4,12.2,NA,0.1,0.4,0.4,3.4,NA,NA,0,0,2.5,NA,19380,FleaFlicker,17059,2,WASSun 9:30 AM,NA,0.2,15.6,40%,NA,NA
Isiah Pacheco,RB,KC,NA,0.9,12.8,NA,0.1,0.4,0.4,2.7,NA,NA,0,0,2.07,NA,17029,FleaFlicker,15749,0,@DENSun 4:25 PM,NA,0.1,15.5,82%,NA,NA
Tyler Badie,RB,DEN,NA,2.5,10.8,NA,0,1,1,7.2,NA,NA,0,0.1,2,NA,16972,FleaFlicker,15718,2,KCSun 4:25 PM,NA,0.1,18,6%,NA,NA
Tank Bigsby,RB,PHI,NA,3.2,13,NA,0.1,0.1,0.1,1.1,NA,NA,0,0,1.99,NA,17625,FleaFlicker,16164,9,DETSun 8:20 PM,NA,0.1,14.1,52%,NA,NA
Jaylen Wright,RB,MIA,NA,4.2,13.8,NA,0.1,0.2,0.2,1.4,NA,NA,0,0,1.86,NA,18459,FleaFlicker,16610,2,WASSun 9:30 AM,NA,0.1,15.2,29%,NA,NA
Kyle Juszczyk,RB,SF,NA,0.2,0.7,NA,0,1.4,1.4,12,NA,NA,0.1,0,1.79,NA,9410,FleaFlicker,11367,4,@ARISun 4:05 PM,NA,0.1,12.8,5%,NA,NA
Ray Davis,RB,BUF,NA,1.9,6.8,NA,0,0.4,0.4,3.4,NA,NA,0.1,0,1.54,NA,18460,FleaFlicker,16603,7,TBSun 1:00 PM,NA,0.1,10.2,49%,NA,NA
Kaleb Johnson,RB,PIT,NA,1.9,8.6,NA,0.1,0.2,0.2,1.8,NA,NA,0,0,1.5,NA,19300,FleaFlicker,17048,5,CINSun 1:00 PM,NA,0.1,10.3,54%,NA,NA
IRPhil Mafah,RB,DAL,NA,1.8,7.4,NA,0.1,0.2,0.2,1.6,NA,NA,0,0,1.5,NA,19507,FleaFlicker,17063,0,@LVMon 8:15 PM,NA,0.1,9,12%,NA,NA
Will Shipley,RB,PHI,NA,2.1,7.8,NA,0,0.5,0.5,3.3,NA,NA,0,0,1.47,NA,18476,FleaFlicker,16601,9,DETSun 8:20 PM,NA,0.1,11.1,20%,NA,NA
OUTJaleel McLaughlin,RB,DEN,NA,3.5,10.9,NA,0,0.2,0.2,0.9,NA,NA,0,0,1.4,NA,18238,FleaFlicker,16390,2,KCSun 4:25 PM,NA,0,11.8,9%,NA,NA
LeQuint Allen,RB,JAC,NA,0.4,3.2,NA,0,0.7,0.7,5.1,NA,NA,0,0,1.23,NA,19471,FleaFlicker,17061,8,LACSun 1:00 PM,NA,0.1,8.3,13%,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,2.7,7.2,NA,0.1,0.2,0.2,1.5,NA,NA,0,0,1.21,NA,15539,FleaFlicker,14803,0,@DENSun 4:25 PM,NA,0.1,8.7,5%,NA,NA
Tahj Brooks,RB,CIN,NA,1.3,6.8,NA,0,0.3,0.3,2.2,NA,NA,0,0,1.16,NA,19416,FleaFlicker,17058,0,@PITSun 1:00 PM,NA,0.1,8.9,21%,NA,NA
George Holani,RB,SEA,NA,1.9,6.8,NA,0.1,0.2,0.2,2,NA,NA,0,0.1,1.04,NA,18889,FleaFlicker,16608,8,@LARSun 4:05 PM,NA,0.1,8.8,5%,NA,NA
Chris Brooks,RB,GB,NA,0.6,3.6,NA,0,0.5,0.5,4,NA,NA,0,0,0.94,NA,18169,FleaFlicker,16387,5,@NYGSun 1:00 PM,NA,0,7.6,5%,NA,NA
Dare Ogunbowale,RB,HOU,NA,0,2,NA,0,0.5,0.5,3.9,NA,NA,0,0,0.89,NA,13581,FleaFlicker,13148,6,@TENSun 1:00 PM,NA,0.1,5.8,3%,NA,NA
Isaac Guerendo,RB,SF,NA,1.2,4.8,NA,0.1,0.1,0.1,1.1,NA,NA,0,0,0.89,NA,18482,FleaFlicker,16688,4,@ARISun 4:05 PM,NA,0.1,5.9,30%,NA,NA
Christian McCaffrey,RB,SF,NA,NA,76.83,NA,0.64,NA,5.3,47.71,NA,NA,0.42,0.11,23.89,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,91.3,NA,0.38,NA,5.19,37.54,NA,NA,0.47,0.1,22.97,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,98.21,NA,0.34,NA,4.32,37.94,NA,NA,0.29,0.09,21.54,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,77.19,NA,0.83,NA,3.48,25.71,NA,NA,0.32,0.08,20.51,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,NA,79.78,NA,1.13,NA,2.83,21.32,NA,NA,0.08,0.09,20.02,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,NA,77.42,NA,0.79,NA,3.43,17.06,NA,NA,0.18,0.12,18.46,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,NA,72.98,NA,0.53,NA,3.07,22.73,NA,NA,0.27,0.08,17.28,NA,2574298,NFL,17042,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,NA,83.88,NA,0.36,NA,2.85,19.56,NA,NA,0.22,0.13,16.47,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA,0.01
Chase Brown,RB,CIN,NA,NA,62.42,NA,0.35,NA,3.89,24.47,NA,NA,0.28,0.09,16.18,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,82.26,NA,0.88,NA,0.97,8.64,NA,NA,0.08,0.08,15.66,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,NA,73.09,NA,0.42,NA,2.72,18.55,NA,NA,0.21,0.08,15.5,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,76.47,NA,0.63,NA,1.69,13.28,NA,NA,0.13,0.09,15.05,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,NA,78.47,NA,0.45,NA,2.08,16.25,NA,NA,0.13,0.08,14.87,NA,2568493,NFL,15742,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,53.21,NA,0.51,NA,3.29,21.25,NA,NA,0.21,0.11,14.84,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,NA,76.78,NA,0.58,NA,1.57,12.65,NA,NA,0.15,0.1,14.69,NA,2572486,NFL,16757,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,74.4,NA,0.48,NA,2.09,13.95,NA,NA,0.08,0.08,14.13,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,NA,73.86,NA,0.55,NA,1.43,11.29,NA,NA,0.1,0.09,13.67,NA,2574053,NFL,17051,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,NA,56.49,NA,0.46,NA,2.12,21.33,NA,NA,0.18,0.08,13.58,NA,2574174,NFL,17053,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,NA,67.05,NA,0.33,NA,2.37,17.5,NA,NA,0.16,0.1,13.57,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,NA,59.71,NA,0.58,NA,1.91,12.28,NA,NA,0.17,0.08,13.45,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,NA,48.82,NA,0.47,NA,2.49,17.61,NA,NA,0.13,0.05,12.63,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,68.27,NA,0.24,NA,1.79,14.05,NA,NA,0.11,0.07,11.98,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,NA,49.3,NA,0.31,NA,2.25,16.99,NA,NA,0.13,0.05,11.42,NA,2574374,NFL,17043,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,NA,61.52,NA,0.3,NA,1.55,10.74,NA,NA,0.1,0.05,11.08,NA,2571065,NFL,16385,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,NA,38.67,NA,0.47,NA,1.84,14.39,NA,NA,0.11,0.05,10.53,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,NA,34.97,NA,0.33,NA,2.51,16.28,NA,NA,0.16,0.07,10.44,NA,2566397,NFL,15255,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,NA,34.74,NA,0.22,NA,2.51,15.92,NA,NA,0.22,0.05,10.12,NA,2574090,NFL,17068,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,NA,41.78,NA,0.11,NA,2.4,15.54,NA,NA,0.14,0.05,9.53,NA,2572351,NFL,16747,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,NA,52.06,NA,0.29,NA,1.04,9.14,NA,NA,0.08,0.06,9.26,NA,2574608,NFL,17256,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,36.3,NA,0.43,NA,1.53,11.71,NA,NA,0.08,0.07,9.25,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,NA,34.3,NA,0.38,NA,1.84,13.03,NA,NA,0.09,0.08,9.23,NA,2569795,NFL,16165,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,NA,35.87,NA,0.52,NA,1.18,9.04,NA,NA,0.07,0.05,9.11,NA,2570335,NFL,16169,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,42.99,NA,0.33,NA,1.34,9.92,NA,NA,0.08,0.07,8.95,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,NA,49.69,NA,0.33,NA,1.1,5.19,NA,NA,0.06,0.08,8.77,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,NA,39.7,NA,0.25,NA,1.51,10.31,NA,NA,0.08,0.05,8.39,NA,2572405,NFL,16594,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,NA,36.04,NA,0.58,NA,0.52,4.4,NA,NA,0.03,0.05,8.12,NA,2567232,NFL,15712,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,NA,38.05,NA,0.23,NA,1.57,9.86,NA,NA,0.07,0.03,8.1,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,NA,32.47,NA,0.29,NA,1.71,10.26,NA,NA,0.08,0.05,8.1,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,NA,43.43,NA,0.21,NA,1.09,8.3,NA,NA,0.07,0.05,7.84,NA,2561021,NFL,13610,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,NA,37.23,NA,0.33,NA,0.98,8.29,NA,NA,0.06,0.05,7.77,NA,2574015,NFL,17066,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,NA,31.68,NA,0.27,NA,0.93,7.16,NA,NA,0.07,0.08,7.41,NA,2571629,NFL,16166,NA,NA,NA,NA,NA,NA,0.12,NA
Jordan Mason,RB,MIN,NA,NA,40.38,NA,0.28,NA,0.85,5.99,NA,NA,0.05,0.05,7.37,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,NA,19.72,NA,0.34,NA,1.31,9.11,NA,NA,0.09,0.04,6.69,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,NA,31.53,NA,0.19,NA,1.17,7.32,NA,NA,0.09,0.04,6.66,NA,2567808,NFL,15749,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,NA,23.65,NA,0.15,NA,1.52,11.73,NA,NA,0.11,0.03,6.56,NA,2557977,NFL,13143,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,NA,18.18,NA,0.11,NA,1.97,14.77,NA,NA,0.11,0.03,6.53,NA,2572360,NFL,16752,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,NA,19.75,NA,0.15,NA,1.3,13.83,NA,NA,0.12,0.03,6.22,NA,2562293,NFL,14095,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAX,NA,NA,19.87,NA,0.24,NA,1.07,8.62,NA,NA,0.07,0.03,5.72,NA,2574235,NFL,17052,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,NA,27.9,NA,0.38,NA,0.29,2.52,NA,NA,0.02,0.03,5.67,NA,2570386,NFL,16174,NA,NA,NA,NA,NA,NA,NA,NA
