team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
NO,0.52,NA,2.57,NA,0.46,NA,0.14,24.25,NA,NA,NA,328.21,NA,5.73,NA,NumberFire,0529,new-orleans-dst,D,New Orleans D/ST,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,0,11.46,#22,23,5.66,3800,1.49,5.66,2600,2.18,5.66,15,0.38
SEA,0.68,NA,2.19,NA,0.45,NA,0.14,24.25,NA,NA,NA,355.19,NA,5.67,NA,NumberFire,0515,seattle-dst,D,Seattle D/ST,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,-0.05,11.39,#4,24,5.6,3900,1.44,5.6,2500,2.24,5.6,16,0.35
ARI,0.76,NA,2.41,NA,0.38,NA,0.13,25.5,NA,NA,NA,394.89,NA,5.57,NA,NumberFire,0519,arizona-dst,D,Arizona D/ST,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,-0.13,11.27,#31,25,5.56,3800,1.46,5.56,2900,1.92,5.56,12,0.46
JAC,0.86,NA,1.83,NA,0.6,NA,0.14,26,NA,NA,NA,372.28,NA,5.5,NA,NumberFire,0509,jacksonville-dst,D,Jacksonville D/ST,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,-0.19,11.19,#8,26,5.5,3500,1.57,5.5,2300,2.39,5.5,10,0.55
DAL,0.79,NA,2.01,NA,0.5,NA,0.14,26,NA,NA,NA,377.56,NA,5.36,NA,NumberFire,0516,dallas-dst,D,Dallas D/ST,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,-0.3,11.02,#6,27,5.28,3600,1.47,5.28,2400,2.2,5.28,12,0.44
LV,0.67,NA,2.32,NA,0.36,NA,0.13,25.5,NA,NA,NA,338.73,NA,5.22,NA,NumberFire,0513,las-vegas-d-st,D,Las Vegas D/ST,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,-0.41,10.85,#9,28,5.23,3000,1.74,5.23,2400,2.18,5.23,10,0.52
NE,0.44,NA,2.12,NA,0.43,NA,0.14,24.25,NA,NA,NA,330.12,NA,5.05,NA,NumberFire,0504,new-england-dst,D,New England D/ST,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,-0.55,10.65,#23,29,4.99,3300,1.51,4.99,2500,2,4.99,12,0.42
CAR,0.69,NA,1.53,NA,0.62,NA,0.14,26,NA,NA,NA,320.98,NA,4.86,NA,NumberFire,0527,carolina-dst,D,Carolina D/ST,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,-0.7,10.42,#25,30,4.8,3200,1.5,4.8,2300,2.09,4.8,10,0.48
TEN,0.57,NA,2.63,NA,0.51,NA,0.12,29,NA,NA,NA,342.49,NA,4.71,NA,NumberFire,0508,tennessee-dst,D,Tennessee D/ST,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,-0.82,10.24,#5,31,4.72,3100,1.52,4.72,2200,2.15,4.72,10,0.47
CLE,0.58,NA,1.71,NA,0.44,NA,0.13,26,NA,NA,NA,370.66,NA,4.48,NA,NumberFire,0507,cleveland-dst,D,Cleveland D/ST,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,-1,9.96,#2,32,4.42,3100,1.43,4.42,2400,1.84,4.42,14,0.32
Denver Broncos,0.91,0.08,2.87,NA,0.68,NA,0.16,16,NA,NA,NA,NA,NA,7.17,NA,NFL,0511,100009,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers DEF  View News,0.87,0.05,2.97,NA,0.62,NA,0.18,15.25,NA,NA,NA,NA,NA,7.13,NA,NFL,0510,100027,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs DEF  View News,0.87,0.06,2.8,NA,0.62,NA,0.19,21,NA,NA,NA,NA,NA,7.04,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Chargers DEF  View News,0.92,0.07,2.92,NA,0.66,NA,0.13,16,NA,NA,NA,NA,NA,7,NA,NFL,0514,100028,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens,0.83,0.06,2.79,NA,0.59,NA,0.18,22.25,NA,NA,NA,NA,NA,6.83,NA,NFL,0531,100002,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.92,0.07,2.82,NA,0.59,NA,0.13,19.75,NA,NA,NA,NA,NA,6.76,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets DEF  View News,0.84,0.06,2.67,NA,0.55,NA,0.17,18.5,NA,NA,NA,NA,NA,6.59,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Texans,0.81,0.06,2.61,NA,0.62,NA,0.12,22,NA,NA,NA,NA,NA,6.31,NA,NFL,0532,100013,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers,0.82,0.06,2.59,NA,0.57,NA,0.13,22.5,NA,NA,NA,NA,NA,6.27,NA,NFL,0523,100011,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings,0.74,0.06,2.7,NA,0.51,NA,0.13,24.5,NA,NA,NA,NA,NA,6.1,NA,NFL,0524,100020,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins DEF  View News,0.75,0.06,2.48,NA,0.58,NA,0.12,20.5,NA,NA,NA,NA,NA,5.98,NA,NFL,0503,100019,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers,0.72,0.05,2.42,NA,0.52,NA,0.16,21,NA,NA,NA,NA,NA,5.96,NA,NFL,0530,100029,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bears,0.77,0.06,2.49,NA,0.53,NA,0.12,21.25,NA,NA,NA,NA,NA,5.93,NA,NFL,0521,100005,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Commanders,0.75,0.06,2.41,NA,0.56,NA,0.12,23.25,NA,NA,NA,NA,NA,5.87,NA,NFL,0520,100032,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Giants,0.66,0.07,2.46,NA,0.55,NA,0.14,23.25,NA,NA,NA,NA,NA,5.86,NA,NFL,0517,100023,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carolina Panthers,0.73,0.06,2.38,NA,0.55,NA,0.12,22.25,NA,NA,NA,NA,NA,5.78,NA,NFL,0527,100004,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills,0.77,0.05,2.3,NA,0.55,NA,0.1,21.75,NA,NA,NA,NA,NA,5.64,NA,NFL,0501,100003,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals,0.73,0.06,2.24,NA,0.55,NA,0.12,26.5,NA,NA,NA,NA,NA,5.64,NA,NFL,0519,100026,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New England Patriots DEF  View News,0.75,0.06,2.34,NA,0.51,NA,0.11,23,NA,NA,NA,NA,NA,5.64,NA,NFL,0504,100021,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons,0.75,0.05,2.3,NA,0.52,NA,0.11,25.25,NA,NA,NA,NA,NA,5.6,NA,NFL,0526,100001,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints,0.73,0.06,2.32,NA,0.51,NA,0.11,23.5,NA,NA,NA,NA,NA,5.58,NA,NFL,0529,100022,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams,0.69,0.06,2.28,NA,0.52,NA,0.11,21,NA,NA,NA,NA,NA,5.48,NA,NFL,0528,100017,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle Seahawks,0.7,0.06,2.31,NA,0.48,NA,0.11,25.25,NA,NA,NA,NA,NA,5.45,NA,NFL,0515,100030,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa Bay Buccaneers,0.67,0.06,2.29,NA,0.5,NA,0.11,21.75,NA,NA,NA,NA,NA,5.41,NA,NFL,0525,100031,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns,0.63,0.05,2.15,NA,0.49,NA,0.15,23.25,NA,NA,NA,NA,NA,5.39,NA,NFL,0507,100007,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cincinnati Bengals,0.72,0.05,2.21,NA,0.5,NA,0.1,22.25,NA,NA,NA,NA,NA,5.35,NA,NFL,0506,100006,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia Eagles,0.68,0.05,2.25,NA,0.46,NA,0.1,25.25,NA,NA,NA,NA,NA,5.23,NA,NFL,0518,100025,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars DEF  View News,0.63,0.05,2.22,NA,0.47,NA,0.11,23.5,NA,NA,NA,NA,NA,5.18,NA,NFL,0509,100015,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Cowboys,0.64,0.05,2.14,NA,0.4,NA,0.14,26.5,NA,NA,NA,NA,NA,5.16,NA,NFL,0516,100008,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts DEF  View News,0.63,0.05,2.03,NA,0.47,NA,0.1,26,NA,NA,NA,NA,NA,4.93,NA,NFL,0502,100014,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans,0.65,0.05,1.95,NA,0.45,NA,0.1,26.75,NA,NA,NA,NA,NA,4.85,NA,NFL,0508,100012,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders DEF  View News,0.58,0.05,2.08,NA,0.43,NA,0.1,26,NA,NA,NA,NA,NA,4.8,NA,NFL,0513,100018,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
