player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Beckham, Odell",WR,MIA,NA,2.5,1.1,14,NA,NA,0.1,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,11679,NA,NA,NA,NA,NA,@IND,0.4,0,0,0,0,0,0,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,LAC,NA,2.5,1.3,14,NA,NA,0.1,NA,1,NA,0,0.1,1.7,NA,NA,FantasySharks,13668,NA,NA,NA,NA,NA,@ARI,0.3,0,0,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,NEP,NA,4,1.8,15,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,14977,NA,NA,NA,NA,NA,@JAC,0.2,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,BUF,NA,2.8,1.5,14,NA,NA,0,NA,1,NA,0,0,1.6,NA,NA,FantasySharks,13157,NA,NA,NA,NA,NA,TEN,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyler",WR,LAR,NA,2.4,1.3,13,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,14864,NA,NA,NA,NA,NA,LVR,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin, Troy",WR,DEN,NA,2.2,1,9,NA,NA,0.1,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,16619,NA,NA,NA,NA,NA,@NOS,0.4,0.1,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,0.9,0.2,5,NA,NA,0.2,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,14315,NA,NA,NA,NA,NA,MIA,0.2,0,0,0,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Mike",WR,NYJ,NA,2.4,1.1,14,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,13154,NA,NA,NA,NA,NA,@PIT,0.2,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thornton, Tyquan",WR,NEP,NA,2.9,1.2,12,NA,NA,0,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,15787,NA,NA,NA,NA,NA,@JAC,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,2,1,10,NA,NA,0,NA,1,NA,0.1,0,1.5,NA,NA,FantasySharks,16416,NA,NA,NA,NA,NA,@PIT,0.2,0,0,0,0,0,0,34,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,PIT,NA,2.9,1.6,14,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,14858,NA,NA,NA,NA,NA,NYJ,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tipton, Mason",WR,NOS,NA,2.6,1.3,12,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,16858,NA,NA,NA,NA,NA,DEN,0.2,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Ronnie",WR,SFO,NA,0.8,0.4,5,NA,NA,0.2,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16202,NA,NA,NA,NA,NA,KCC,0.2,0.1,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heath, Malik",WR,GBP,NA,2,1.3,9,NA,NA,0.1,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16413,NA,NA,NA,NA,NA,HOU,0.4,0.1,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,1.2,0.7,12,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16632,NA,NA,NA,NA,NA,@CLE,0.1,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,2.2,1.1,11,NA,NA,0,NA,1,NA,0,0,1.3,NA,NA,FantasySharks,15766,NA,NA,NA,NA,NA,@SFO,0.3,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,2,1.4,11,NA,NA,0,NA,0.1,NA,0,0,1.3,NA,NA,FantasySharks,16393,NA,NA,NA,NA,NA,@ATL,0.2,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,2,1.1,12,NA,NA,0,NA,1,NA,0,0,1.3,NA,NA,FantasySharks,15759,NA,NA,NA,NA,NA,@GBP,0.2,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,2,1.2,12,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,14113,NA,NA,NA,NA,NA,@SFO,0.3,0,0,0,0,0,0,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1.9,1,11,NA,NA,0,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,13910,NA,NA,NA,NA,NA,DET,0.3,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whittington, Jordan",WR,LAR,NA,1.7,1.1,12,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,16633,NA,NA,NA,NA,NA,LVR,0.1,0,0,0,0,0,0,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,2.4,1.1,11,NA,NA,0,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,15752,NA,NA,NA,NA,NA,@BUF,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, David",WR,CAR,NA,2.1,1.2,10,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,13348,NA,NA,NA,NA,NA,@WAS,0.3,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Adonai",WR,IND,NA,3.2,0.9,9,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,16626,NA,NA,NA,NA,NA,MIA,0.5,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,TBB,NA,1.8,0.8,6,NA,NA,0.1,NA,1,NA,0,0,1,NA,NA,FantasySharks,12658,NA,NA,NA,NA,NA,BAL,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallace, Tylan",WR,BAL,NA,1.1,0.7,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,15285,NA,NA,NA,NA,NA,@TBB,0.1,0,0,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,1.4,0.9,5,NA,NA,0,NA,5,NA,0,0,0.9,NA,NA,FantasySharks,16299,NA,NA,NA,NA,NA,@ARI,0.3,0,0,0,0,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Means, Bub",WR,NOS,NA,0.9,0.5,5,NA,NA,0.1,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,16751,NA,NA,NA,NA,NA,DEN,0.1,0,0.1,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,MIA,NA,1.7,0.9,8,NA,NA,0,NA,0.1,NA,0,0,0.9,NA,NA,FantasySharks,13638,NA,NA,NA,NA,NA,@IND,0.1,0,0,0,0,0,0,21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coker, Jalen",WR,CAR,NA,1.2,0.7,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,16809,NA,NA,NA,NA,NA,@WAS,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Parker",WR,JAC,NA,1.4,0.7,5,NA,NA,0.1,NA,0,NA,0,0.1,0.8,NA,NA,FantasySharks,16192,NA,NA,NA,NA,NA,NEP,0.2,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hutchinson, Xavier",WR,HOU,NA,1.4,0.5,5,NA,NA,0,NA,2,NA,0,0,0.7,NA,NA,FantasySharks,16201,NA,NA,NA,NA,NA,@GBP,0.1,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,0.9,0.4,5,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13862,NA,NA,NA,NA,NA,@IND,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,1.3,0.8,7,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,16005,NA,NA,NA,NA,NA,NEP,0.2,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,PHI,NA,1.4,1.1,6,NA,NA,0,NA,0,NA,0,0.1,0.7,NA,NA,FantasySharks,14112,NA,NA,NA,NA,NA,@NYG,0.1,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,CLE,NA,1.1,0.7,5,NA,NA,0,NA,2,NA,0,0,0.6,NA,NA,FantasySharks,15289,NA,NA,NA,NA,NA,CIN,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.8,0.6,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16203,NA,NA,NA,NA,NA,@CLE,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,DET,NA,1.7,0.8,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,11678,NA,NA,NA,NA,NA,@MIN,0.2,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIN,NA,1.3,0.6,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13893,NA,NA,NA,NA,NA,DET,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,0.5,0.3,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14280,NA,NA,NA,NA,NA,NYJ,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McAllister, Tyreik",WR,LVR,NA,1,0.4,4,NA,NA,0,NA,2,NA,0,0,0.6,NA,NA,FantasySharks,16856,NA,NA,NA,NA,NA,@LAR,0.1,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,0.6,0.3,3,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,12257,NA,NA,NA,NA,NA,KCC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BAL,NA,0.7,0.4,3,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,14558,NA,NA,NA,NA,NA,@TBB,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Marsette, Ihmir",WR,NYG,NA,0.6,0.5,2,NA,NA,0,NA,2,NA,0,0,0.5,NA,NA,FantasySharks,15434,NA,NA,NA,NA,NA,PHI,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thrash, Jamari",WR,CLE,NA,1.9,0.9,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16624,NA,NA,NA,NA,NA,CIN,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Roman",WR,PIT,NA,1.2,0.6,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16629,NA,NA,NA,NA,NA,NYJ,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarrett, Rakim",WR,TBB,NA,0.9,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16198,NA,NA,NA,NA,NA,BAL,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,CLE,NA,1,0.3,2,NA,NA,0,NA,2,NA,0,0,0.3,NA,NA,FantasySharks,11239,NA,NA,NA,NA,NA,CIN,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,SEA,NA,0.3,0.3,1,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,14838,NA,NA,NA,NA,NA,@ATL,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,0.4,0.2,2,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,15941,NA,NA,NA,NA,NA,@ATL,0,0,0,0,0,0,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Johnny",WR,PHI,NA,1.1,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16625,NA,NA,NA,NA,NA,@NYG,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,PIT,NA,0.4,0.3,2,NA,NA,0,NA,-0.1,NA,0,0,0.2,NA,NA,FantasySharks,15491,NA,NA,NA,NA,NA,NYJ,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Ainias",WR,PHI,NA,0.8,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16686,NA,NA,NA,NA,NA,@NYG,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pearsall, Ricky",WR,SFO,NA,0.5,0.2,1,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16622,NA,NA,NA,NA,NA,KCC,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Malik",WR,MIA,NA,0.9,0.1,1,NA,NA,0,NA,1,NA,0,0,0.1,NA,NA,FantasySharks,16684,NA,NA,NA,NA,NA,@IND,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford-Wheaton, Bryce",WR,NYG,NA,1.1,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16379,NA,NA,NA,NA,NA,PHI,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,0.7,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16193,NA,NA,NA,NA,NA,@JAC,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachman, Alex",WR,LVR,NA,0.3,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,14548,NA,NA,NA,NA,NA,@LAR,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, Dee",WR,MIA,NA,0.1,0,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15302,NA,NA,NA,NA,NA,@IND,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,0.9,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13488,NA,NA,NA,NA,NA,LAC,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Kameron",WR,TBB,NA,0.6,0.1,0,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16883,NA,NA,NA,NA,NA,BAL,0.2,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,6.4,6.4,90.4,NA,NA,1,0,0.2,NA,0,0.1,14.94,NA,15540,FleaFlicker,14836,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR1,1,90.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,6,6,82.1,NA,NA,1,0,0.3,NA,0,0.1,14.12,NA,16250,FleaFlicker,15281,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR3,1,82.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,6.4,6.4,81.1,NA,NA,1,0,0.3,NA,0,0.1,14,NA,16823,FleaFlicker,15751,NA,NA,NA,NA,NA,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR10,1,81.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.8,4.8,69.9,NA,NA,1,0,0.1,NA,0,0.1,12.9,NA,10252,FleaFlicker,11671,NA,NA,NA,NA,NA,BALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR12,1,70,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,6.4,6.4,78.2,NA,NA,0.5,0.2,1.3,NA,0,0.1,10.57,NA,12926,FleaFlicker,13163,NA,NA,NA,NA,NA,BALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR11,0.5,79.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.5,5.5,79.2,NA,NA,0.5,0,0.1,NA,0,0.1,10.51,NA,14694,FleaFlicker,14104,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR4,0.5,79.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,CAR,NA,5.8,5.8,75.2,NA,NA,0.4,0.5,2.2,NA,0,0.1,10.18,NA,14754,FleaFlicker,14208,NA,NA,NA,NA,NA,@WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR22,0.4,77.5,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4,4,58.4,NA,NA,0.4,2.5,12.3,NA,0.2,0.1,10.05,NA,14702,FleaFlicker,14136,NA,NA,NA,NA,NA,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR8,0.5,70.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,5.4,5.4,71.3,NA,NA,0.5,0.3,1.3,NA,0,0.1,10.02,NA,14746,FleaFlicker,14109,NA,NA,NA,NA,NA,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR23,0.5,72.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.4,6.4,74.5,NA,NA,0.4,0,0.7,NA,0,0.1,9.8,NA,16373,FleaFlicker,15287,NA,NA,NA,NA,NA,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR5,0.4,75.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,HOU,NA,6,6,72.7,NA,NA,0.4,0.2,0.7,NA,0,0.1,9.74,NA,11329,FleaFlicker,12186,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR17,0.4,73.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,5.1,5.1,70.1,NA,NA,0.5,0,0.1,NA,0,0.1,9.66,NA,14706,FleaFlicker,14102,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR13,0.5,70.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,4.7,4.7,61,NA,NA,0.4,1.2,7.7,NA,0.1,0.1,9.5,NA,17674,FleaFlicker,16184,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR9,0.5,68.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,4.9,4.9,68.4,NA,NA,0.4,0.5,3.7,NA,0,0.1,9.43,NA,17627,FleaFlicker,16204,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR33,0.4,72.1,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,5.5,5.5,67.6,NA,NA,0.4,0.5,2.2,NA,0,0.1,9.4,NA,18369,FleaFlicker,16615,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR6,0.4,69.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,4.4,4.4,66,NA,NA,0.4,0,0.1,NA,0,0.1,8.97,NA,15531,FleaFlicker,14840,NA,NA,NA,NA,NA,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR19,0.4,66.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
