player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_yds,return_tds
"Vele, Devaughn",WR,DEN,NA,2.3,1.4,19,NA,NA,0,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,16788,CAR,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turpin, KaVontae",WR,DAL,NA,1.7,0.9,8,NA,NA,0.1,NA,3,NA,0,0.1,1.8,NA,NA,FantasySharks,15981,@SFO,0.4,0,0,0,0.1,0,0,27,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,0.9,0.3,5,NA,NA,0.2,NA,2,NA,0,0,1.8,NA,NA,FantasySharks,14315,@HOU,0.2,0,0.1,0,0,0,0.1,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,ARI,NA,3.2,1.7,14,NA,NA,0,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,13176,@MIA,0.4,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Mike",WR,NYJ,NA,2.9,1.3,15,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,13154,@NEP,0.3,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,1.5,1,10,NA,NA,0,NA,1,NA,0,0,1.6,NA,NA,FantasySharks,14113,@LVR,0.3,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,PHI,NA,2.7,1.3,11,NA,NA,0.1,NA,1,NA,0,0,1.6,NA,NA,FantasySharks,15755,@CIN,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,BUF,NA,2.8,1.5,14,NA,NA,0,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,13157,@SEA,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Adonai",WR,IND,NA,3.7,1.2,13,NA,NA,0,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,16626,@HOU,0.5,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whittington, Jordan",WR,LAR,NA,1.9,1.3,14,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16633,MIN,0.2,0,0,0,0,0,0,7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heath, Malik",WR,GBP,NA,1.9,1.3,9,NA,NA,0.1,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16413,@JAC,0.4,0.1,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polk, Ja'Lynn",WR,NEP,NA,3.2,1.2,11,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,16631,NYJ,0.2,0,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,2,1,9,NA,NA,0,NA,1,NA,0.1,0,1.3,NA,NA,FantasySharks,16416,@NEP,0.3,0,0,0,0,0,0,30,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Marvin",WR,DEN,NA,1.9,1,10,NA,NA,0,NA,2,NA,0,0,1.2,NA,NA,FantasySharks,16189,CAR,0.1,0,0,0,0,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,1.2,0.6,11,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,16632,PHI,0.1,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thornton, Tyquan",WR,NEP,NA,2.6,0.9,10,NA,NA,0,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,15787,NYJ,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Tyler",WR,CHI,NA,2,0.9,8,NA,NA,0,NA,3,NA,0,0,1.2,NA,NA,FantasySharks,16205,@WAS,0.4,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.8,1.2,9,NA,NA,0,NA,0.1,NA,0,0,1.1,NA,NA,FantasySharks,16393,BUF,0.1,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,2.1,1,9,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,11228,IND,0.3,0,0,0,0,0,0,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyatt, Jalin",WR,NYG,NA,2.5,1.1,11,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,16183,@PIT,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1.6,0.9,9,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,13910,@LAR,0.2,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flournoy, Ryan",WR,DAL,NA,3,1,9,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,16778,@SFO,0.3,0,0,0,0,0,0,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,1.4,0.4,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,12257,DAL,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,0.8,0.4,3,NA,NA,0,NA,5,NA,0,0,0.8,NA,NA,FantasySharks,15767,@WAS,0.1,0,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, David",WR,CAR,NA,1.5,0.9,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,13348,@DEN,0.3,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Ronnie",WR,SFO,NA,1.2,0.5,5,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,16202,DAL,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Parker",WR,JAC,NA,1.3,0.7,5,NA,NA,0.1,NA,0,NA,0,0.1,0.7,NA,NA,FantasySharks,16192,GBP,0.2,0,0.1,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thrash, Jamari",WR,CLE,NA,2.8,1,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,16624,BAL,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,0.6,0.3,4,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,14280,NYG,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,1,0.6,6,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13862,ARI,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Malik",WR,MIA,NA,1.7,0.8,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16684,ARI,0.3,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,CLE,NA,1,0.6,5,NA,NA,0,NA,2,NA,0,0,0.6,NA,NA,FantasySharks,15289,BAL,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,1.2,0.7,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16005,GBP,0.1,0,0,0,0,0,0,13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,PHI,NA,1.2,0.9,5,NA,NA,0,NA,0,NA,0,0.1,0.6,NA,NA,FantasySharks,14112,@CIN,0.1,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,1.3,0.6,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15759,IND,0.1,0,0,0,0,0,0,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIN,NA,1.2,0.5,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13893,@LAR,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,DET,NA,1.4,0.7,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,11678,TEN,0.1,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.8,0.6,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16203,PHI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McAllister, Tyreik",WR,LVR,NA,0.8,0.3,3,NA,NA,0,NA,2,NA,0,0,0.5,NA,NA,FantasySharks,16856,KCC,0.1,0,0,0,0,0,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dubose, Grant",WR,MIA,NA,1,0.5,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16374,ARI,0.1,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Marsette, Ihmir",WR,NYG,NA,0.5,0.4,2,NA,NA,0,NA,2,NA,0,0,0.4,NA,NA,FantasySharks,15434,@PIT,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Roman",WR,PIT,NA,1.2,0.6,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16629,NYG,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarrett, Rakim",WR,TBB,NA,0.9,0.3,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16198,ATL,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,CLE,NA,1,0.3,2,NA,NA,0,NA,2,NA,0,0,0.3,NA,NA,FantasySharks,11239,BAL,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,SEA,NA,0.3,0.2,1,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,14838,BUF,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,PIT,NA,0.5,0.3,3,NA,NA,0,NA,-0.1,NA,0,0,0.3,NA,NA,FantasySharks,15491,NYG,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,CHI,NA,0.6,0.3,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,12394,@WAS,0,0,0,0,0,0,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,0.5,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15941,BUF,0,0,0,0,0,0,0,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Johnny",WR,PHI,NA,1,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16625,@CIN,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Ainias",WR,PHI,NA,0.7,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16686,@CIN,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, Dee",WR,MIA,NA,0.3,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15302,ARI,0.1,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowell, Colton",WR,TEN,NA,0.3,0.1,1,NA,NA,0,NA,0.1,NA,0,0,0.1,NA,NA,FantasySharks,16354,@DET,0,0,0,0,0,0,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,0.7,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16193,NYJ,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachman, Alex",WR,LVR,NA,0.3,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,14548,KCC,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford-Wheaton, Bryce",WR,NYG,NA,1,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16379,@PIT,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Jha'Quan",WR,TEN,NA,0.6,0.1,0,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16758,@DET,0,0,0,0,0,0,0,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,0.8,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13488,@MIA,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.6,6.6,75.5,NA,NA,1,0,0.8,NA,0,0.1,15.51,NA,16373,FleaFlicker,15287,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR5,1,76.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,6,6,90.7,NA,NA,1,0.3,1.2,NA,0,0.1,15.19,NA,15540,FleaFlicker,14836,@LARThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR2,1,91.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,6,6,83,NA,NA,1,0.8,3.8,NA,0,0.1,14.74,NA,12197,FleaFlicker,12801,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR7,1,86.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,6.3,6.3,82.5,NA,NA,1,0.3,1.6,NA,0,0.1,14.39,NA,16250,FleaFlicker,15281,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR1,1,84,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,6,6,71.8,NA,NA,1,0,0.2,NA,0,0.1,13.06,NA,16823,FleaFlicker,15751,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR8,1,72,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,NYJ,NA,5.3,5.3,64.3,NA,NA,1,0,0.1,NA,0,0.1,12.32,NA,10295,FleaFlicker,11675,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR24,1,64.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.4,6.4,83.6,NA,NA,0.5,1.1,5.7,NA,0,0.1,11.75,NA,15523,FleaFlicker,14832,@SFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR3,0.5,89.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDeebo Samuel,WR,SF,NA,4.4,4.4,66.5,NA,NA,0.4,2.4,12.9,NA,0.2,0.1,11.16,NA,14702,FleaFlicker,14136,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR9,0.6,79.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.4,5.4,78.5,NA,NA,0.5,0,0.1,NA,0,0.1,10.5,NA,14694,FleaFlicker,14104,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR4,0.5,78.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,5.5,5.5,72.6,NA,NA,0.5,0,0.1,NA,0,0.1,10.03,NA,15585,FleaFlicker,14835,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR14,0.5,72.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,6.3,6.3,77.3,NA,NA,0.4,0.6,2.3,NA,0,0.1,10.02,NA,18369,FleaFlicker,16615,@PITMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR6,0.4,79.6,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,4.7,4.7,58.8,NA,NA,0.4,1.2,7.8,NA,0.1,0.1,9.46,NA,17674,FleaFlicker,16184,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR11,0.5,66.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.3,5.3,65.8,NA,NA,0.5,0.1,0.8,NA,0,0.1,9.24,NA,16798,FleaFlicker,15753,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR18,0.5,66.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,HOU,NA,5.7,5.7,67.4,NA,NA,0.4,0.1,0.6,NA,0,0.1,9.2,NA,11329,FleaFlicker,12186,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR23,0.4,68,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5.3,5.3,67.3,NA,NA,0.4,0.2,1.2,NA,0,0.1,9.13,NA,13764,FleaFlicker,13635,@WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR20,0.4,68.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,5.2,5.2,67.7,NA,NA,0.4,0.3,1.1,NA,0,0.1,9.1,NA,14746,FleaFlicker,14109,CHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR15,0.4,68.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,4.5,4.5,65.5,NA,NA,0.4,0,0.2,NA,0,0.1,9.08,NA,16859,FleaFlicker,15762,NYGMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR28,0.4,65.6,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTCooper Kupp,WR,LAR,NA,5.8,5.8,67.9,NA,NA,0.3,0.5,2.4,NA,0,0.1,9.07,NA,12970,FleaFlicker,13164,MINThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR27,0.4,70.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,4.5,4.5,63,NA,NA,0.4,0.5,3.6,NA,0,0.1,9.06,NA,17627,FleaFlicker,16204,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR31,0.4,66.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,4.8,4.8,61.9,NA,NA,0.4,0.8,4.2,NA,0,0.1,9.02,NA,17595,FleaFlicker,16190,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR26,0.4,66.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas,WR,JAC,NA,4.6,4.6,64.5,NA,NA,0.4,0.5,2.3,NA,0,0.1,8.99,NA,18361,FleaFlicker,16618,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR25,0.4,66.7,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,BUF,NA,4.4,4.4,63.4,NA,NA,0.5,0,0.1,NA,0,0.1,8.95,NA,11177,FleaFlicker,12175,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR17,0.5,63.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,4.5,4.5,62.3,NA,NA,0.5,0,0.1,NA,0,0.1,8.82,NA,18381,FleaFlicker,16614,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR19,0.5,62.4,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,4.8,4.8,62.7,NA,NA,0.3,0.3,1.4,NA,0,0.1,8.27,NA,16236,FleaFlicker,15284,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR30,0.3,64.2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,4.8,4.8,57.9,NA,NA,0.4,0,0.1,NA,0,0.1,7.84,NA,16253,FleaFlicker,15282,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR16,0.4,58,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
