player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_yds,return_tds
"Jones, Zay",WR,ARI,NA,3.6,1.9,15,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,13176,@CAR,0.4,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarrett, Rakim",WR,TBB,NA,1.3,0.8,12,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16198,@DAL,0.2,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,LAC,NA,2.1,1.4,14,NA,NA,0,NA,2,NA,0,0.1,1.4,NA,NA,FantasySharks,13668,DEN,0.2,0,0,0,0,0,0,12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyler",WR,LAR,NA,2,1.2,12,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,14864,@NYJ,0.5,0,0,0,0,0,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,PHI,NA,1.9,1,11,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,15755,@WAS,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,1.7,0.8,8,NA,NA,0.1,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,16416,LAR,0.2,0,0,0,0,0,0,24,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Johnny",WR,PHI,NA,0.7,0.4,3,NA,NA,0.2,NA,0,NA,0,0.1,1.2,NA,NA,FantasySharks,16625,@WAS,0.2,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,WAS,NA,1.7,1.3,11,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,12184,PHI,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyatt, Jalin",WR,NYG,NA,2.6,1.2,12,NA,NA,0,NA,0.1,NA,0,0,1.2,NA,NA,FantasySharks,16183,@ATL,0.1,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,2.2,1.3,11,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,11228,@KCC,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.5,1,9,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,16393,MIN,0.1,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,1.7,0.5,10,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,16632,CLE,0.4,0,0,0,0,0,0,27,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Bryce",WR,TEN,NA,1.6,0.8,10,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,16975,@IND,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin, Kevin",WR,NOS,NA,2.7,0.9,9,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,15765,@GBP,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,DET,NA,1.4,0.9,9,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,11678,@CHI,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Luke",WR,WAS,NA,1.7,1.1,10,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,16635,PHI,0.2,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polk, Ja'Lynn",WR,NEP,NA,2.8,0.9,8,NA,NA,0,NA,0.1,NA,0,0,0.9,NA,NA,FantasySharks,16631,@BUF,0.3,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Michael",WR,CLE,NA,2.7,1.1,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,15792,@CIN,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1.1,0.7,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,13910,@SEA,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,1.5,1,5,NA,NA,0,NA,3,NA,0,0,0.8,NA,NA,FantasySharks,16299,DEN,0.1,0,0,0,0,0,0,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,JAC,NA,1.3,0.7,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,14847,@LVR,0.1,0,0,0,0,0,0,22,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Ryan",WR,TBB,NA,1.3,0.6,6,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,16958,@DAL,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,WAS,NA,0.7,0.3,3,NA,NA,0.1,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,14977,PHI,0.1,0,0,0.1,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tipton, Mason",WR,NOS,NA,1.9,1,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,16858,@GBP,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,1.5,0.8,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13862,SFO,0.3,0,0,0,0,0,0,9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mingo, Jonathan",WR,DAL,NA,2.5,0.7,6,NA,NA,0,NA,2,NA,0,0.1,0.7,NA,NA,FantasySharks,16197,TBB,0.2,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Tyler",WR,CHI,NA,1,0.6,5,NA,NA,0,NA,1,NA,0,0,0.6,NA,NA,FantasySharks,16205,DET,0.1,0,0,0,0,0,0,15,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,1.3,0.6,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15766,HOU,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Marsette, Ihmir",WR,NYG,NA,0.6,0.5,2,NA,NA,0,NA,3,NA,0,0,0.6,NA,NA,FantasySharks,15434,@ATL,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,0.9,0,1,NA,NA,0,NA,3,NA,0,0.1,0.5,NA,NA,FantasySharks,14315,TEN,0.1,0,0,0,0,0,0,12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.7,0.4,4,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16203,CLE,0.1,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covey, Britain",WR,PHI,NA,1.3,0.6,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,15772,@WAS,0.1,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Collin",WR,CHI,NA,0.7,0.5,3,NA,NA,0,NA,1,NA,0,0,0.4,NA,NA,FantasySharks,14853,DET,0.1,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Roman",WR,PIT,NA,1.3,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16629,@BAL,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,0.8,0.2,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,12257,@MIA,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Kameron",WR,TBB,NA,0.8,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16883,@DAL,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sexton, Mathew",WR,KCC,NA,0.5,0.2,1,NA,NA,0,NA,2,NA,0,0,0.3,NA,NA,FantasySharks,15540,HOU,0.3,0,0,0,0,0,0,11,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompkins, Deven",WR,CAR,NA,0.7,0.4,2,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,15977,ARI,0.1,0,0,0,0,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,0.5,0.2,2,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,14280,@BAL,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keyton, Ramel",WR,LVR,NA,1.1,0.3,2,NA,NA,0,NA,1,NA,0,0,0.2,NA,NA,FantasySharks,16863,JAC,0.2,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BAL,NA,0.6,0.2,2,NA,NA,0,NA,-0.1,NA,0,0,0.2,NA,NA,FantasySharks,14558,PIT,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kinsey, Mason",WR,TEN,NA,0.5,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15535,@IND,0.1,0,0,0,0,0,0,17,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,0.7,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16005,@LVR,0.1,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pettis, Dante",WR,NOS,NA,0.5,0.4,3,NA,NA,0,NA,-0.2,NA,0,0,0.2,NA,NA,FantasySharks,13634,@GBP,0.1,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,0.9,0.4,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,13488,@CAR,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,0.5,0.1,1,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15941,MIN,0,0,0,0,0,0,0,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cowing, Jacob",WR,SFO,NA,0.1,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16640,@MIA,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, Dee",WR,MIA,NA,0.4,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15302,SFO,0.1,0,0,0,0,0,0,18,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thrash, Jamari",WR,CLE,NA,0.6,0.3,1,NA,NA,0,NA,-0.3,NA,0,0,0.1,NA,NA,FantasySharks,16624,@CIN,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowell, Colton",WR,TEN,NA,0.4,0.1,1,NA,NA,0,NA,0.1,NA,0,0,0.1,NA,NA,FantasySharks,16354,@IND,0.1,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexander, Maurice",WR,DET,NA,0.5,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16066,@CHI,0.1,0,0,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flournoy, Ryan",WR,DAL,NA,0.9,0.4,3,NA,NA,0,NA,0,NA,0,0.1,0.1,NA,NA,FantasySharks,16778,TBB,0.1,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corley, Malachi",WR,NYJ,NA,0.9,0.4,2,NA,NA,0,NA,1,NA,0,0.1,0.1,NA,NA,FantasySharks,16636,LAR,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford-Wheaton, Bryce",WR,NYG,NA,1,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16379,@ATL,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,6.3,6.3,86.5,NA,NA,1,1,4.5,NA,0,0.1,17.2,NA,17779,FleaFlicker,16211,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR3,1,91,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.8,6.8,78.8,NA,NA,1,0.2,1.4,NA,0,0.1,15.96,NA,16373,FleaFlicker,15287,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR5,1,80.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,7,7,94.5,NA,NA,1,0.2,0.9,NA,0,0.1,15.46,NA,16250,FleaFlicker,15281,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR1,1,95.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,6,6,85.7,NA,NA,1,0,0.2,NA,0,0.1,14.47,NA,15540,FleaFlicker,14836,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR2,1,85.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,5.4,5.4,77.8,NA,NA,1,0,0.1,NA,0,0.1,13.69,NA,10252,FleaFlicker,11671,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR4,1,77.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,NYJ,NA,5.8,5.8,75.3,NA,NA,1,0,0.1,NA,0,0.1,13.44,NA,10295,FleaFlicker,11675,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR16,1,75.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,5.6,5.6,72.5,NA,NA,1,0,0.1,NA,0,0.1,13.14,NA,15585,FleaFlicker,14835,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR9,1,72.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5.8,5.8,81.4,NA,NA,0.5,0,0.2,NA,0,0.1,10.74,NA,16281,FleaFlicker,15290,@KCSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR6,0.5,81.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.7,6.7,73.9,NA,NA,0.4,0.4,3.1,NA,0,0.1,10.4,NA,15523,FleaFlicker,14832,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR8,0.5,77,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.3,5.3,75.8,NA,NA,0.4,0,0.1,NA,0,0.1,10.13,NA,14694,FleaFlicker,14104,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR7,0.4,75.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,5.6,5.6,68.5,NA,NA,0.5,0.3,1.9,NA,0,0.1,9.94,NA,12197,FleaFlicker,12801,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR11,0.5,70.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas,WR,JAC,NA,5.1,5.1,70.2,NA,NA,0.4,0.6,2.5,NA,0,0.1,9.73,NA,18361,FleaFlicker,16618,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR15,0.4,72.7,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,5.2,5.2,69.4,NA,NA,0.4,0,0.2,NA,0,0.1,9.37,NA,14746,FleaFlicker,14109,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR10,0.4,69.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,5,5,63.6,NA,NA,0.4,0.4,2.6,NA,0,0.1,9.28,NA,17595,FleaFlicker,16190,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR17,0.5,66.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,6,6,70.8,NA,NA,0.3,0.2,1.2,NA,0,0.1,9.23,NA,18369,FleaFlicker,16615,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR25,0.4,72.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,5.1,5.1,68.9,NA,NA,0.4,0,0.3,NA,0,0,9.22,NA,15751,FleaFlicker,14860,@MIASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR14,0.4,69.2,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,5.6,5.6,65.6,NA,NA,0.4,0,0.2,NA,0,0.1,9.1,NA,16823,FleaFlicker,15751,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR13,0.4,65.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,5.1,5.1,67.2,NA,NA,0.4,0,0.1,NA,0,0.1,9.07,NA,13795,FleaFlicker,13630,@LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR12,0.4,67.2,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.4,5.4,66.9,NA,NA,0.4,0,0.4,NA,0,0.1,9.07,NA,16798,FleaFlicker,15753,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR19,0.4,67.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,5.8,5.8,64.1,NA,NA,0.5,0,0.4,NA,0,0.1,9.03,NA,12970,FleaFlicker,13164,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR21,0.5,64.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,5.2,5.2,64.2,NA,NA,0.4,0.1,0.6,NA,0,0,8.96,NA,16947,FleaFlicker,15761,NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR28,0.4,64.9,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,5.7,5.7,67.5,NA,NA,0.3,0.1,0.9,NA,0,0.1,8.75,NA,14949,FleaFlicker,14127,JACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR33,0.3,68.3,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,5.7,5.7,66.2,NA,NA,0.3,0.2,0.9,NA,0,0.1,8.75,NA,17606,FleaFlicker,16185,MINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR20,0.4,67.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5.1,5.1,64.8,NA,NA,0.3,0.4,2,NA,0,0.1,8.74,NA,13764,FleaFlicker,13635,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR27,0.4,66.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,5.3,5.3,65.9,NA,NA,0.3,0,0.2,NA,0,0,8.59,NA,18407,FleaFlicker,16627,DENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR18,0.3,66.1,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,4.6,4.6,62.8,NA,NA,0.4,0.1,0.6,NA,0,0.1,8.52,NA,17613,FleaFlicker,16186,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR24,0.4,63.4,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,3.5,3.5,57.7,NA,NA,0.4,0.6,4.1,NA,0,0.1,8.36,NA,16830,FleaFlicker,15756,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR30,0.4,61.7,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,4.8,4.8,63.1,NA,NA,0.3,0,0.3,NA,0,0.1,8.14,NA,15544,FleaFlicker,14833,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR23,0.3,63.4,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
