player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Hollins, Mack",WR,BUF,NA,2.6,1,11,NA,NA,0.1,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,13289,NA,NA,NA,NA,NA,@HOU,0.2,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,2.6,1.2,11,NA,NA,0,NA,2,NA,0.1,0,1.7,NA,NA,FantasySharks,16416,NA,NA,NA,NA,NA,@MIN,0.3,0,0,0,0,0,0,41,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,1.7,1,17,NA,NA,0,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,13963,NA,NA,NA,NA,NA,TBB,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turpin, KaVontae",WR,DAL,NA,1.3,0.6,6,NA,NA,0.1,NA,3,NA,0,0,1.7,NA,NA,FantasySharks,15981,NA,NA,NA,NA,NA,@PIT,0.4,0,0,0,0.1,0,0,20,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,NEP,NA,3.4,1.7,15,NA,NA,0,NA,0.1,NA,0,0,1.7,NA,NA,FantasySharks,14977,NA,NA,NA,NA,NA,MIA,0.3,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,TBB,NA,2.3,1.2,14,NA,NA,0,NA,1,NA,0,0,1.7,NA,NA,FantasySharks,12658,NA,NA,NA,NA,NA,@ATL,0.3,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,1.5,0.8,15,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,16632,NA,NA,NA,NA,NA,BAL,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,2.7,1.4,13,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,11228,NA,NA,NA,NA,NA,BUF,0.3,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,2.5,1.2,12,NA,NA,0,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,15766,NA,NA,NA,NA,NA,NOS,0.4,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Ronnie",WR,SFO,NA,0.8,0.4,5,NA,NA,0.2,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16202,NA,NA,NA,NA,NA,ARI,0.2,0.1,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,PIT,NA,2.7,1.4,14,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,14858,NA,NA,NA,NA,NA,DAL,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beckham, Odell",WR,MIA,NA,1.8,0.9,12,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,11679,NA,NA,NA,NA,NA,@NEP,0.4,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polk, Ja'Lynn",WR,NEP,NA,2.9,1.5,14,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,16631,NA,NA,NA,NA,NA,MIA,0.1,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.9,1.4,11,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,16393,NA,NA,NA,NA,NA,NYG,0.2,0,0,0,0,0,0,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tillman, Cedric",WR,CLE,NA,3.1,1.5,11,NA,NA,0,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,16191,NA,NA,NA,NA,NA,@WAS,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,ARI,NA,1.2,0.6,11,NA,NA,0,NA,-0.1,NA,0,0,1.1,NA,NA,FantasySharks,12773,NA,NA,NA,NA,NA,@SFO,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heath, Malik",WR,GBP,NA,1.8,1.1,8,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,16413,NA,NA,NA,NA,NA,@LAR,0.3,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1.5,0.8,8,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,13910,NA,NA,NA,NA,NA,NYJ,0.2,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,1.7,0.9,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,14113,NA,NA,NA,NA,NA,NOS,0.2,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flournoy, Ryan",WR,DAL,NA,2.8,1.1,8,NA,NA,0,NA,1,NA,0,0,0.9,NA,NA,FantasySharks,16778,NA,NA,NA,NA,NA,@PIT,0.2,0,0,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,MIA,NA,1.6,0.8,8,NA,NA,0,NA,0.1,NA,0,0,0.9,NA,NA,FantasySharks,13638,NA,NA,NA,NA,NA,@NEP,0.1,0,0,0,0,0,0,19,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,CLE,NA,1.3,0.9,7,NA,NA,0,NA,2,NA,0,0,0.9,NA,NA,FantasySharks,15289,NA,NA,NA,NA,NA,@WAS,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,0.8,0.4,3,NA,NA,0,NA,5,NA,0,0,0.8,NA,NA,FantasySharks,15767,NA,NA,NA,NA,NA,CAR,0.1,0,0,0,0,0,0,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,1,0.5,7,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,13862,NA,NA,NA,NA,NA,@NEP,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallace, Tylan",WR,BAL,NA,1.3,0.7,7,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,15285,NA,NA,NA,NA,NA,@CIN,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, David",WR,CAR,NA,1.8,0.8,7,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,13348,NA,NA,NA,NA,NA,@CHI,0.2,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,BUF,NA,2.1,0.7,8,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13793,NA,NA,NA,NA,NA,@HOU,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Adonai",WR,IND,NA,2.6,0.4,6,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,16626,NA,NA,NA,NA,NA,@JAC,0.2,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,0.6,0.3,4,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,12257,NA,NA,NA,NA,NA,ARI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,0.6,0.4,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14280,NA,NA,NA,NA,NA,DAL,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,1.3,0.6,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15759,NA,NA,NA,NA,NA,BUF,0.2,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BAL,NA,0.7,0.4,3,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14558,NA,NA,NA,NA,NA,@CIN,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIN,NA,1.2,0.6,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13893,NA,NA,NA,NA,NA,NYJ,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.8,0.5,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16203,NA,NA,NA,NA,NA,BAL,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,0.7,0.3,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,15941,NA,NA,NA,NA,NA,NYG,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin, Troy",WR,DEN,NA,2.5,1,3,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16619,NA,NA,NA,NA,NA,LVR,0.4,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hutchinson, Xavier",WR,HOU,NA,1.3,0.2,2,NA,NA,0,NA,2,NA,0,0,0.3,NA,NA,FantasySharks,16201,NA,NA,NA,NA,NA,BUF,0,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vele, Devaughn",WR,DEN,NA,1.1,0.5,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16788,NA,NA,NA,NA,NA,LVR,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Roman",WR,PIT,NA,1.1,0.5,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16629,NA,NA,NA,NA,NA,DAL,0.1,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarrett, Rakim",WR,TBB,NA,0.9,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16198,NA,NA,NA,NA,NA,@ATL,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,SEA,NA,0.3,0.3,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,14838,NA,NA,NA,NA,NA,NYG,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,1,0.4,2,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16005,NA,NA,NA,NA,NA,IND,0.2,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,JAC,NA,0.5,0.3,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,14847,NA,NA,NA,NA,NA,IND,0.1,0,0,0,0,0,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,CHI,NA,0.5,0.2,1,NA,NA,0,NA,1,NA,0,0,0.2,NA,NA,FantasySharks,12394,NA,NA,NA,NA,NA,CAR,0,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pearsall, Ricky",WR,SFO,NA,0.6,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16622,NA,NA,NA,NA,NA,ARI,0.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Malik",WR,MIA,NA,0.9,0.1,1,NA,NA,0,NA,1,NA,0,0,0.2,NA,NA,FantasySharks,16684,NA,NA,NA,NA,NA,@NEP,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corley, Malachi",WR,NYJ,NA,0.9,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16636,NA,NA,NA,NA,NA,@MIN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford-Wheaton, Bryce",WR,NYG,NA,1.2,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16379,NA,NA,NA,NA,NA,@SEA,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,1,0.2,1,NA,NA,0,NA,0.1,NA,0,0,0.1,NA,NA,FantasySharks,13488,NA,NA,NA,NA,NA,@SFO,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,0.7,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16193,NA,NA,NA,NA,NA,MIA,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, Dee",WR,MIA,NA,0.1,0,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15302,NA,NA,NA,NA,NA,@NEP,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baker, Javon",WR,NEP,NA,0.8,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16637,NA,NA,NA,NA,NA,MIA,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Means, Bub",WR,NOS,NA,0.2,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16751,NA,NA,NA,NA,NA,@KCC,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.5,6.5,86,NA,NA,1,0.7,4.2,NA,0,0.1,15.08,NA,15523,FleaFlicker,14832,NA,NA,NA,NA,NA,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR2,1,90.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,6,6,81.6,NA,NA,1,0,0.3,NA,0,0.1,14.07,NA,15540,FleaFlicker,14836,NA,NA,NA,NA,NA,NYJSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR1,1,82,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,5.9,5.9,78.2,NA,NA,1,0.1,0.5,NA,0,0.1,13.75,NA,16250,FleaFlicker,15281,NA,NA,NA,NA,NA,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR3,1,78.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,5.5,5.5,71.6,NA,NA,1,0,0.1,NA,0,0.1,13.05,NA,18381,FleaFlicker,16614,NA,NA,NA,NA,NA,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR8,1,71.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.8,4.8,68.3,NA,NA,1,0,0.1,NA,0,0.1,12.74,NA,10252,FleaFlicker,11671,NA,NA,NA,NA,NA,@ATLThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR9,1,68.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5.9,5.9,85,NA,NA,0.5,0,0.2,NA,0,0.1,11.34,NA,16281,FleaFlicker,15290,NA,NA,NA,NA,NA,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR5,0.5,85.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.6,4.6,62,NA,NA,0.4,2.7,13.4,NA,0.1,0.1,10.61,NA,14702,FleaFlicker,14136,NA,NA,NA,NA,NA,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR13,0.5,75.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,5,5,65.5,NA,NA,0.5,1.5,9.3,NA,0.1,0.1,10.34,NA,17674,FleaFlicker,16184,NA,NA,NA,NA,NA,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR15,0.5,74.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,5.8,5.8,73.5,NA,NA,0.5,0.3,2,NA,0,0.1,10.27,NA,18369,FleaFlicker,16615,NA,NA,NA,NA,NA,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR4,0.5,75.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,5.3,5.3,73.7,NA,NA,0.5,0,0.1,NA,0,0.1,10.14,NA,14706,FleaFlicker,14102,NA,NA,NA,NA,NA,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR10,0.5,73.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,5.9,5.9,67.7,NA,NA,0.4,0.1,0.7,NA,0,0.1,9.22,NA,12926,FleaFlicker,13163,NA,NA,NA,NA,NA,@ATLThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR16,0.4,68.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,CAR,NA,5.3,5.3,68.7,NA,NA,0.4,0,0.2,NA,0,0.1,9.21,NA,14754,FleaFlicker,14208,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR21,0.4,68.9,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,5.2,5.2,64.8,NA,NA,0.5,0,0.2,NA,0,0.1,9.08,NA,16823,FleaFlicker,15751,NA,NA,NA,NA,NA,TBThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR19,0.5,65,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,4.6,4.6,65.1,NA,NA,0.4,0,0.1,NA,0,0.1,9,NA,15531,FleaFlicker,14840,NA,NA,NA,NA,NA,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR20,0.4,65.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,4.5,4.5,66.6,NA,NA,0.4,0.1,0.6,NA,0,0.1,9,NA,16859,FleaFlicker,15762,NA,NA,NA,NA,NA,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR17,0.4,67.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,HOU,NA,5.2,5.2,63.3,NA,NA,0.4,0.2,1.2,NA,0,0.1,8.81,NA,11329,FleaFlicker,12186,NA,NA,NA,NA,NA,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR23,0.4,64.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,4.6,4.6,63.1,NA,NA,0.4,0,0.1,NA,0,0.1,8.72,NA,11177,FleaFlicker,12175,NA,NA,NA,NA,NA,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR25,0.4,63.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,4.7,4.7,62.5,NA,NA,0.3,1.1,4.2,NA,0,0.1,8.62,NA,12197,FleaFlicker,12801,NA,NA,NA,NA,NA,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR14,0.3,66.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,4.9,4.9,62,NA,NA,0.4,0.2,1,NA,0,0.1,8.52,NA,16798,FleaFlicker,15753,NA,NA,NA,NA,NA,@MINSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR11,0.4,63,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,4.7,4.7,58,NA,NA,0.4,0.7,3.9,NA,0,0.1,8.43,NA,17595,FleaFlicker,16190,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR26,0.4,61.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,4.9,4.9,61.9,NA,NA,0.3,0.3,1.6,NA,0,0.1,8.33,NA,13764,FleaFlicker,13635,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR22,0.3,63.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,4.9,4.9,63.3,NA,NA,0.3,0.1,0.5,NA,0,0.1,8.32,NA,16824,FleaFlicker,15754,NA,NA,NA,NA,NA,@KCMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR12,0.3,63.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,4.5,4.5,60,NA,NA,0.4,0,0.1,NA,0,0.1,8.25,NA,15585,FleaFlicker,14835,NA,NA,NA,NA,NA,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR29,0.4,60,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
