player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_yds
"Sinnott, Ben",TE,WAS,NA,0.5,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16644,@CIN,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,5.6,5.6,58.2,NA,NA,1,0.1,11.72,NA,17681,FleaFlicker,16214,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE1,0,1,58.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,5.5,5.5,57.8,NA,NA,0.5,0.1,8.62,NA,9360,FleaFlicker,11244,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE5,0,0.5,57.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,5.5,5.5,55.9,NA,NA,0.3,0.1,7.57,NA,16895,FleaFlicker,15794,LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE3,0,0.3,55.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.3,4.3,54.4,NA,NA,0.4,0,7.57,NA,13023,FleaFlicker,13299,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE4,0,0.4,54.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,4.1,4.1,48.9,NA,NA,0.4,0.1,7.19,NA,13829,FleaFlicker,13671,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE2,0,0.4,48.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,4.2,4.2,53.5,NA,NA,0.3,0,7.07,NA,16256,FleaFlicker,15329,@PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,TE7,0,0.3,53.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4.9,4.9,48.3,NA,NA,0.3,0.1,6.53,NA,17585,FleaFlicker,16213,@MIAThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,TE6,0,0.3,48.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.1,4.1,43.5,NA,NA,0.2,0,5.71,NA,13813,FleaFlicker,13674,ATLMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE13,0,0.2,43.5,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,4,4,44.1,NA,NA,0.2,0,5.71,NA,18364,FleaFlicker,16641,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE8,0,0.2,44.1,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,3.4,3.4,38.6,NA,NA,0.3,0,5.64,NA,16927,FleaFlicker,15798,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE16,0,0.3,38.6,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,5,5,43.6,NA,NA,0.2,0.1,5.63,NA,12906,FleaFlicker,13189,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,TE9,0,0.2,43.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.4,3.4,34.7,NA,NA,0.3,0,5.07,NA,13853,FleaFlicker,13772,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE15,0,0.3,34.7,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,3.1,3.1,31.8,NA,NA,0.2,0,4.62,NA,16933,FleaFlicker,15799,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE10,0,0.2,31.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.2,3.2,32.5,NA,NA,0.2,0,4.49,NA,16293,FleaFlicker,15331,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE14,0,0.2,32.5,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,3,3,30.9,NA,NA,0.2,0,4.45,NA,16937,FleaFlicker,15802,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE25,0,0.2,30.9,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,2.9,2.9,31.4,NA,NA,0.2,0,4.44,NA,15679,FleaFlicker,14871,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE23,0,0.2,31.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,2.9,2.9,30.9,NA,NA,0.2,0,4.39,NA,12088,FleaFlicker,12676,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE17,0,0.2,30.9,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.7,2.7,29.1,NA,NA,0.2,0,4.15,NA,16036,FleaFlicker,14861,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,TE29,0,0.2,29.1,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,3,3,30,NA,NA,0.2,0,4.12,NA,13980,FleaFlicker,13847,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,TE18,0,0.2,30,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,3.1,3.1,30.5,NA,NA,0.2,0,4.05,NA,14665,FleaFlicker,14137,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE21,0,0.2,30.5,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,LAC,NA,2.9,2.9,26.9,NA,NA,0.2,0,3.79,NA,13774,FleaFlicker,13680,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE33,0,0.2,26.9,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,2.7,2.7,25.9,NA,NA,0.2,0,3.77,NA,9376,FleaFlicker,11247,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE28,0,0.2,25.9,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,2.8,2.8,26.8,NA,NA,0.2,0,3.68,NA,17675,FleaFlicker,16222,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE20,0,0.2,26.8,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.6,2.6,27,NA,NA,0.2,0,3.58,NA,16912,FleaFlicker,15889,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE30,0,0.2,27,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,2.6,2.6,25.1,NA,NA,0.1,0,3.37,NA,18475,FleaFlicker,16649,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,25.1,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,2.4,2.4,25.3,NA,NA,0.1,0,3.29,NA,16853,FleaFlicker,15797,PITSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE34,0,0.1,25.3,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,2.4,2.4,22.7,NA,NA,0.2,0,3.17,NA,15573,FleaFlicker,14867,@HOUSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE22,0,0.2,22.7,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,2.1,2.1,22.6,NA,NA,0.1,0,3.14,NA,12974,FleaFlicker,13193,BUFThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE26,0,0.1,22.6,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2,2,20,NA,NA,0.1,0,2.88,NA,13845,FleaFlicker,13672,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,TE32,0,0.1,20,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,2.3,2.3,21.5,NA,NA,0.1,0,2.85,NA,13239,FleaFlicker,13940,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,21.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,CHI,NA,2.1,2.1,19.3,NA,NA,0.1,0,2.73,NA,12972,FleaFlicker,13236,@HOUSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE27,0,0.1,19.3,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,1.7,1.7,17.9,NA,NA,0.2,0,2.73,NA,14734,FleaFlicker,14143,@MIAThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,0,0.2,17.9,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,1.8,1.8,17.8,NA,NA,0.1,0,2.6,NA,13844,FleaFlicker,13753,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,17.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,1.7,1.7,17.4,NA,NA,0.1,0,2.38,NA,16340,FleaFlicker,15419,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,17.4,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1.7,1.7,16.8,NA,NA,0.1,0,2.32,NA,14749,FleaFlicker,14209,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,16.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,1.6,1.6,16.5,NA,NA,0.1,0,2.27,NA,12904,FleaFlicker,13192,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE12,0,0.1,16.5,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,1.6,1.6,15.9,NA,NA,0.1,0,2.23,NA,14275,FleaFlicker,14370,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,0,0.1,15.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,1.6,1.6,16.7,NA,NA,0.1,0,2.19,NA,17634,FleaFlicker,16212,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,16.7,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1.4,1.4,15.3,NA,NA,0.1,0,2.12,NA,14781,FleaFlicker,14239,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,0,0.1,15.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTTommy Tremble,TE,CAR,NA,1.5,1.5,14.9,NA,NA,0.1,0,2.07,NA,16314,FleaFlicker,15332,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,14.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1.5,1.5,14.3,NA,NA,0.1,0,2.05,NA,13653,FleaFlicker,13424,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,TE11,0,0.1,14.3,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.3,1.3,13.7,NA,NA,0.1,0,2.01,NA,16430,FleaFlicker,15337,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,13.7,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1.5,1.5,15.3,NA,NA,0.1,0,1.99,NA,12069,FleaFlicker,12677,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,15.3,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,1.4,1.4,14.2,NA,NA,0.1,0,1.94,NA,18477,FleaFlicker,16643,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE31,0,0.1,14.2,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,1.4,1.4,13.8,NA,NA,0.1,0,1.9,NA,17676,FleaFlicker,16215,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE24,0,0.1,13.8,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,1.1,1.1,11.4,NA,NA,0.1,0,1.86,NA,17649,FleaFlicker,16221,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0.1,11.4,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,1.2,1.2,12.6,NA,NA,0.1,0,1.78,NA,17734,FleaFlicker,16312,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,0,0.1,12.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.2,1.2,12.2,NA,NA,0.1,0,1.74,NA,15575,FleaFlicker,14870,PITSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,12.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,0.9,0.9,10.6,NA,NA,0.1,0,1.58,NA,12887,FleaFlicker,13246,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,10.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,1,1,10,NA,NA,0.1,0,1.4,NA,14475,FleaFlicker,13763,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,0,0.1,10,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,0.9,0.9,9,NA,NA,0.1,0,1.24,NA,16833,FleaFlicker,15796,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,0,0.1,9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,1,1,8.9,NA,NA,0.1,0,1.23,NA,16932,FleaFlicker,15873,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,8.9,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,0.8,0.8,8.4,NA,NA,0.1,0,1.18,NA,16951,FleaFlicker,15916,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,8.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,0.8,0.8,8.3,NA,NA,0.1,0,1.17,NA,17639,FleaFlicker,16216,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,8.3,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,0.8,0.8,8,NA,NA,0.1,0,1.14,NA,17726,FleaFlicker,16333,LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,0.8,0.8,7.8,NA,NA,0.1,0,1.14,NA,16420,FleaFlicker,15330,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,7.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,0.9,0.9,8.5,NA,NA,0.1,0,1.13,NA,15671,FleaFlicker,14984,@PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,0,0.1,8.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,0.8,0.8,7.6,NA,NA,0.1,0,1.12,NA,13905,FleaFlicker,13676,BUFThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,7.6,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,0.8,0.8,7.7,NA,NA,0.1,0,1.05,NA,14714,FleaFlicker,14146,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,0,0.1,7.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,PIT,NA,0.7,0.7,6.4,NA,NA,0.1,0,0.98,NA,11331,FleaFlicker,12309,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,6.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,5.68,60.73,NA,NA,0.54,NA,9.29,NA,sam-laporta,NumberFire,16214,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,2.91,15.67,#,74,1,12.15,7900,1.54,15,6300,2.38,12.15,24,0.51,NA
Trey McBride,TE,ARI,NA,NA,5.68,62.46,NA,NA,0.48,NA,9.08,NA,trey-mcbride,NumberFire,15794,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,2.77,15.39,#,79,2,11.91,6200,1.92,14.79,6000,2.47,11.91,19,0.63,NA
Travis Kelce,TE,KC,NA,NA,5.71,58.4,NA,NA,0.51,NA,8.97,NA,travis-kelce-1,NumberFire,11244,CIN,NA,NA,NA,NA,NA,NA,NA,0.61,0.01,NA,NA,NA,NA,0.13,NA,NA,NA,2.7,15.24,#,82,3,11.84,7400,1.6,14.72,6200,2.37,11.84,26,0.46,NA
Kyle Pitts,TE,ATL,NA,NA,4.71,57.07,NA,NA,0.32,NA,7.61,NA,kyle-pitts,NumberFire,15329,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.82,13.4,#,100,4,9.98,6500,1.54,12.35,4900,2.52,9.98,16,0.62,NA
Dalton Kincaid,TE,BUF,NA,NA,5.41,52.91,NA,NA,0.36,NA,7.41,NA,dalton-kincaid,NumberFire,16213,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.69,13.13,#,105,5,10.12,6600,1.53,12.85,5500,2.34,10.12,17,0.6,NA
George Kittle,TE,SF,NA,NA,4.38,51.84,NA,NA,0.36,NA,7.31,NA,george-kittle,NumberFire,13299,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.63,12.99,#,106,6,9.47,6400,1.48,11.7,5500,2.13,9.47,18,0.53,NA
Mark Andrews,TE,BAL,NA,NA,4.02,47.52,NA,NA,0.36,NA,6.84,NA,mark-andrews,NumberFire,13671,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.32,12.36,#,113,7,8.88,6800,1.31,10.92,5000,2.18,8.88,17,0.52,NA
Brock Bowers,TE,LV,NA,NA,4.78,49.08,NA,NA,0.21,NA,6.12,NA,brock-bowers,NumberFire,16641,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.86,11.38,#,129,8,8.54,5300,1.61,10.95,4400,2.49,8.54,15,0.57,NA
Isaiah Likely,TE,BAL,NA,NA,3.77,43.72,NA,NA,0.28,NA,6.04,NA,isaiah-likely,NumberFire,15798,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.8,11.28,#,132,9,7.94,5800,1.37,9.83,4800,2.05,7.94,20,0.4,NA
Evan Engram,TE,JAC,NA,NA,5.23,41.34,NA,NA,0.3,NA,5.88,NA,evan-engram,NumberFire,13189,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.7,11.06,#,138,10,8.49,5900,1.44,11.14,5400,2.06,8.49,19,0.45,NA
Dallas Goedert,TE,PHI,NA,NA,3.87,39.08,NA,NA,0.25,NA,5.4,NA,dallas-goedert,NumberFire,13674,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.39,10.41,#,145,11,7.32,5700,1.28,9.28,4500,2.06,7.32,16,0.46,NA
Dalton Schultz,TE,HOU,NA,NA,3.29,34.16,NA,NA,0.27,NA,4.99,NA,dalton-schultz,NumberFire,13772,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.12,9.86,#,155,12,6.66,5500,1.21,8.33,4600,1.81,6.66,14,0.48,NA
Cade Otton,TE,TB,NA,NA,3.58,35.33,NA,NA,0.23,NA,4.89,NA,cade-otton,NumberFire,15802,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.06,9.72,#,156,13,6.68,4900,1.36,8.49,3600,2.36,6.68,13,0.51,NA
Juwan Johnson,TE,NO,NA,NA,3.3,35.06,NA,NA,0.23,NA,4.87,NA,juwan-johnson,NumberFire,14861,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.05,9.69,#,157,14,6.56,4900,1.34,8.21,3700,2.22,6.56,14,0.47,NA
Taysom Hill,TE,NO,NA,NA,1.65,15.86,NA,NA,0.1,NA,4.65,NA,taysom-hill,NumberFire,13424,DAL,NA,NA,NA,NA,NA,NA,NA,16.87,0.13,NA,NA,NA,NA,3.42,NA,NA,NA,-0.1,9.4,#,161,15,5.42,5200,1.04,6.27,3900,1.61,5.42,15,0.36,NA
Hunter Henry,TE,NE,NA,NA,2.92,34.64,NA,NA,0.16,NA,4.41,NA,hunter-henry,NumberFire,12676,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.25,9.07,#,169,16,5.88,5000,1.18,7.35,3800,1.93,5.88,12,0.49,NA
Pat Freiermuth,TE,PIT,NA,NA,3.14,31.14,NA,NA,0.21,NA,4.37,NA,pat-freiermuth,NumberFire,15331,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.28,9.02,#,173,17,5.94,5400,1.1,7.52,4100,1.83,5.94,13,0.46,NA
Noah Fant,TE,SEA,NA,NA,3.09,31.91,NA,NA,0.14,NA,4.07,NA,noah-fant,NumberFire,14137,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.47,8.61,#,180,18,5.6,4800,1.17,7.14,3600,1.98,5.6,10,0.56,NA
Colby Parkinson,TE,LA,NA,NA,2.55,28.79,NA,NA,0.19,NA,4.03,NA,colby-parkinson,NumberFire,14871,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.5,8.56,#,183,19,5.29,4800,1.1,6.58,3100,2.12,5.29,10,0.53,NA
Jonnu Smith,TE,MIA,NA,NA,2.79,28.5,NA,NA,0.18,NA,3.93,NA,jonnu-smith,NumberFire,13193,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.56,8.42,#,184,20,5.31,4800,1.11,6.72,3300,2.04,5.31,10,0.53,NA
