team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds
Kansas City Chiefs,0.9,0.03,2.2,NA,0.66,NA,0.14,21.34,NA,NA,NA,NA,NA,6.46,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Cincinnati Bengals,0.87,0.03,2.39,NA,0.55,NA,0.15,21.66,NA,NA,NA,NA,NA,6.37,NA,NFL,0506,100006,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New England Patriots,0.79,0.03,2.25,NA,0.72,NA,0.16,22.88,NA,NA,NA,NA,NA,6.35,NA,NFL,0504,100021,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Atlanta Falcons DEF  View News,0.74,0.05,2.41,NA,0.59,NA,0.15,20.17,NA,NA,NA,NA,NA,6.31,NA,NFL,0526,100001,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Los Angeles Rams,0.67,0.03,2.6,NA,0.63,NA,0.14,24.45,NA,NA,NA,NA,NA,6.28,NA,NFL,0528,100017,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New York Giants,0.78,0.03,2.22,NA,0.59,NA,0.15,25.52,NA,NA,NA,NA,NA,6.22,NA,NFL,0517,100023,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Tennessee Titans,0.79,0.02,2.02,NA,0.72,NA,0.16,23.36,NA,NA,NA,NA,NA,6.22,NA,NFL,0508,100012,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Chicago Bears,0.76,0.03,1.82,NA,0.65,NA,0.16,23.2,NA,NA,NA,NA,NA,6.08,NA,NFL,0521,100005,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Denver Broncos,0.79,0.03,2.03,NA,0.58,NA,0.17,26.32,NA,NA,NA,NA,NA,5.97,NA,NFL,0511,100009,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Seattle Seahawks,0.74,0.03,2.24,NA,0.64,NA,0.14,24.97,NA,NA,NA,NA,NA,5.96,NA,NFL,0515,100030,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Buffalo Bills,0.74,0.03,1.92,NA,0.67,NA,0.15,23.99,NA,NA,NA,NA,NA,5.94,NA,NFL,0501,100003,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
