player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,two_pts
"Walker, P.J.",QB,CLE,NA,5.2,2.3,30,NA,0,0.2,NA,0.7,2,NA,0,0,1.5,NA,NA,FantasySharks,13416,PIT,0,0,0,0,0,0,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,SEA,NA,2.4,0.9,21,NA,0,0,NA,0.4,2,NA,0,0,1.4,NA,NA,FantasySharks,14057,@LAR,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mullens, Nick",QB,MIN,NA,3,2,27,NA,0.1,0.2,NA,0.8,2,NA,0,0.1,1.4,NA,NA,FantasySharks,13968,@DEN,0.1,0,0,0,0,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Mike",QB,MIA,NA,2.2,1.2,20,NA,0.2,0.3,NA,1.1,-0.6,NA,0,0,1.4,NA,NA,FantasySharks,13598,LVR,0,0,0,0,0,0.2,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rudolph, Mason",QB,PIT,NA,4.3,2.6,19,NA,0,0,NA,0.5,3,NA,0,0,1.2,NA,NA,FantasySharks,13595,@CLE,0,0,0,0,0,0,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clifford, Sean",QB,GBP,NA,1.2,0.8,11,NA,0.1,0,NA,0.5,-0.1,NA,0,0,0.8,NA,NA,FantasySharks,16313,LAC,0,0,0,0,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willis, Malik",QB,TEN,NA,1.5,0.9,9,NA,0,0.1,NA,0.6,3,NA,0,0,0.8,NA,NA,FantasySharks,15694,@JAC,0,0,0,0,0,0,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,DEN,NA,1.5,0.9,8,NA,0.1,0.1,NA,0.3,1,NA,0,0,0.8,NA,NA,FantasySharks,14063,MIN,0.1,0,0,0,0,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,3.1,2.1,18,NA,0,0.2,NA,1.3,-0.3,NA,0,0,0.8,NA,NA,FantasySharks,13124,@CAR,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridgewater, Teddy",QB,DET,NA,1.7,0.9,13,NA,0.1,0.1,NA,1.2,-0.3,NA,0,0,0.8,NA,NA,FantasySharks,11640,CHI,0.1,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,WAS,NA,1,0.7,7,NA,0.1,0,NA,0.2,1,NA,0,0,0.6,NA,NA,FantasySharks,12616,NYG,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bennett, Stetson",QB,LAR,NA,2.2,1.1,9,NA,0,0,NA,0.3,0,NA,0,0,0.5,NA,NA,FantasySharks,16153,SEA,0,0,0,0,0,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stick, Easton",QB,LAC,NA,0.4,0.1,1,NA,0,0,NA,0.2,0,NA,0,0,0.2,NA,NA,FantasySharks,14069,@GBP,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnold, Sam",QB,SFO,NA,1,0.6,5,NA,0,0,NA,1.2,-0.8,NA,0,0,0.2,NA,NA,FantasySharks,13592,TBB,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wolford, John",QB,TBB,NA,0.3,0.1,2,NA,0,0,NA,0.1,0,NA,0,0,0.1,NA,NA,FantasySharks,15035,@SFO,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beathard, C.J.",QB,JAC,NA,1.4,1,5,NA,0,0.1,NA,0.9,-0.7,NA,0,0,0.1,NA,NA,FantasySharks,13125,TEN,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Brandon",QB,SFO,NA,0.7,0.4,3,NA,0,0,NA,0.9,-0.5,NA,0,0,0.1,NA,NA,FantasySharks,12621,TBB,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabbert, Blaine",QB,KCC,NA,1.8,1,9,NA,0,0.5,NA,0.8,-0.5,NA,0,0,0.1,NA,NA,FantasySharks,10262,PHI,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,31,21,251,NA,1.6,1,NA,8,37,NA,0.7,NA,26.9,NA,17116,FFToday,14783,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,37,26,257,NA,1.6,1,NA,6,35,NA,0.5,NA,25.8,NA,16228,FFToday,13589,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,39,26,271,NA,1.9,1,NA,5,26,NA,0.1,NA,24.4,NA,15946,FFToday,13116,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,32,22,233,NA,1.3,1,NA,7,42,NA,0.3,NA,22.9,NA,16255,FFToday,13593,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,37,21,229,NA,1.3,1,NA,8,40,NA,0.3,NA,22.5,NA,17568,FFToday,15238,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,35,24,277,NA,1.8,0,NA,4,13,NA,0,NA,22.4,NA,15681,FFToday,12620,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,35,24,262,NA,1.6,1,NA,3,11,NA,0.1,NA,21.2,NA,17102,FFToday,14779,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,35,24,265,NA,1.5,0,NA,4,13,NA,0.1,NA,21.2,NA,18184,FFToday,15698,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,30,19,244,NA,1.2,1,NA,6,29,NA,0.2,NA,21.1,NA,16663,FFToday,14056,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,36,22,247,NA,1.3,1,NA,5,19,NA,0.2,NA,20.7,NA,17146,FFToday,14782,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,33,23,265,NA,1.7,1,NA,2,6,NA,0,NA,20.7,NA,17221,FFToday,14778,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,35,23,256,NA,1.4,1,NA,4,16,NA,0.1,NA,20.6,NA,18104,FFToday,15693,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,37,24,257,NA,1.7,1,NA,3,9,NA,0,NA,20.6,NA,17028,FFToday,14777,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,34,21,255,NA,1.5,0,NA,2,10,NA,0.1,NA,20.4,NA,18666,FFToday,16150,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,MIN,NA,29,19,192,NA,1.1,1,NA,8,45,NA,0.3,NA,20.3,NA,15852,FFToday,13119,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,35,23,244,NA,1.2,1,NA,6,27,NA,0.1,NA,20.3,NA,17624,FFToday,15237,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,31,20,217,NA,1.3,1,NA,5,26,NA,0.1,NA,19.3,NA,12349,FFToday,10703,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,33,20,244,NA,1.3,1,NA,3,13,NA,0,NA,18.7,NA,16116,FFToday,13590,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,31,21,244,NA,1.3,1,NA,2,7,NA,0,NA,18.1,NA,13362,FFToday,11150,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,35,23,250,NA,1.3,1,NA,1,3,NA,0,NA,18,NA,15589,FFToday,12611,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,37,21,231,NA,1,1,NA,3,21,NA,0,NA,17.7,NA,17756,FFToday,15239,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorian Thompson-Robinson,QB,CLE,NA,30,17,202,NA,1,1,NA,5,23,NA,0.1,NA,17,NA,18669,FFToday,16158,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,33,18,221,NA,1.1,1,NA,3,9,NA,0.1,NA,17,NA,18576,FFToday,16149,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,31,21,232,NA,1,1,NA,2,8,NA,0,NA,16.4,NA,11001,FFToday,9431,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,31,19,206,NA,1,1,NA,6,17,NA,0,NA,16,NA,18704,FFToday,16148,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aidan O'Connell,QB,LV,NA,29,18,216,NA,1.1,1,NA,1,3,NA,0,NA,15.5,NA,18607,FFToday,16159,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,28,18,216,NA,1,1,NA,1,6,NA,0,NA,15.4,NA,18180,FFToday,15692,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,24,16,181,NA,0.9,1,NA,4,19,NA,0.1,NA,15.2,NA,18781,FFToday,16441,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,38.6,26,285,NA,2,0.8,105.6,4.8,24.8,NA,0.1,NA,25.71,NA,12894,FleaFlicker,13116,PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB3,25/38,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,35,24.2,273.1,NA,2,0.6,110.8,4.3,16.6,NA,0.2,NA,25.06,NA,12159,FleaFlicker,12620,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB9,24/35,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,34.3,23.7,242.3,NA,2,0.9,107.7,6.5,35.2,NA,0.4,NA,24.56,NA,13761,FleaFlicker,13589,NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB2,23/34,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,38.7,25.5,258,NA,2,0.8,102.7,3.9,15.4,NA,0.1,NA,23.44,NA,15532,FleaFlicker,14777,@BALThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB4,25/38,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,35.8,24.2,276.9,NA,2,0.8,111.1,1.7,4.9,NA,0.1,NA,23.23,NA,12102,FleaFlicker,12611,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB10,24/35,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,33.5,21.2,267.8,NA,2,0.4,109,2.3,10.1,NA,0.1,NA,22.2,NA,17589,FleaFlicker,16150,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB8,21/33,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,31.4,21.4,262.4,NA,2,0.5,115.3,3.4,12.9,NA,0.2,NA,22.15,NA,17045,FleaFlicker,15698,TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB11,21/31,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,35.1,23.7,262.3,NA,2,0.8,107.1,3.8,15.2,NA,0.2,NA,22.15,NA,15516,FleaFlicker,14779,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB7,23/35,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,35.4,23.3,264.2,NA,2,0.9,107.3,4,17.3,NA,0.1,NA,21.86,NA,16987,FleaFlicker,15693,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB14,23/35,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,33.1,22.1,245.6,NA,1,0.8,98.7,8.4,39.4,NA,0.6,NA,21.76,NA,15581,FleaFlicker,14783,@KCMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB1,22/33,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,31.5,21.5,235.6,NA,1,0.8,100.9,8.2,47,NA,0.4,NA,21.16,NA,13775,FleaFlicker,13593,CINThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB5,21/31,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,33.8,23.4,272.9,NA,2,0.8,114.7,2.2,7.2,NA,0.1,NA,20.81,NA,15533,FleaFlicker,14778,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB6,23/33,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,MIN,NA,33.3,22,228.5,NA,1,0.8,96.5,6.2,32.9,NA,0.3,NA,20.39,NA,13017,FleaFlicker,13119,@DENSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB17,22/33,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,31.4,20.6,237.5,NA,1,0.8,98.5,6.2,33.3,NA,0.3,NA,19.43,NA,14664,FleaFlicker,14056,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB16,20/31,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,32.2,19.5,217.4,NA,1,0.9,90.2,8.4,45.3,NA,0.3,NA,19.08,NA,16262,FleaFlicker,15238,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB12,19/32,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,34.3,22.9,246.9,NA,1,0.8,96,5.1,23.2,NA,0.1,NA,17.75,NA,16242,FleaFlicker,15237,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB13,22/34,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,31.7,20.2,240.7,NA,1,0.8,98.9,1.6,5.3,NA,0.1,NA,17.31,NA,6038,FleaFlicker,9431,SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB19,20/31,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,34.1,20.9,242.6,NA,1,1,90.6,4.1,16.9,NA,0.2,NA,16.72,NA,15522,FleaFlicker,14782,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB20,20/34,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33.9,22.2,252,NA,1,0.8,99.6,2.7,11.6,NA,0.1,NA,16.34,NA,9372,FleaFlicker,11150,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB15,22/33,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,34.3,21.9,245.4,NA,1,0.8,93.4,3.6,14.3,NA,0.1,NA,16.3,NA,13758,FleaFlicker,13590,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB21,21/34,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,29.8,19.5,207.7,NA,1,0.7,97.9,5,25.7,NA,0.1,NA,16.19,NA,8598,FleaFlicker,10703,MINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB18,19/29,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,35,20.9,218,NA,1,0.9,85.2,3.5,18.1,NA,0.1,NA,15.37,NA,16233,FleaFlicker,15239,@BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB29,20/35,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,32.3,19.4,225.4,NA,1,0.9,91.3,2.8,10.8,NA,0.1,NA,15.13,NA,17623,FleaFlicker,16149,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB22,19/32,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,34.2,21.1,216.8,NA,1,0.9,89.8,4.2,15.6,NA,0.1,NA,14.88,NA,17602,FleaFlicker,16148,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB25,21/34,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorian Thompson-Robinson,QB,CLE,NA,30.4,17.7,197.3,NA,1,1.1,73.9,5.5,23.1,NA,0.1,NA,14.75,NA,17753,FleaFlicker,16158,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB37,17/30,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,28.1,17.8,188.4,NA,1,0.9,92.6,5.2,24.5,NA,0.1,NA,14.73,NA,18099,FleaFlicker,16441,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB34,17/28,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,29.4,18.3,196.6,NA,1,0.8,93.5,2.7,12.2,NA,0.1,NA,14.06,NA,16811,FleaFlicker,15692,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB26,18/29,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aidan O'Connell,QB,LV,NA,31.7,20.5,222.9,NA,1,0.9,96.4,1.8,6.4,NA,0.1,NA,14.01,NA,17695,FleaFlicker,16159,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB28,20/31,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,LAR,NA,0,0,14.9,NA,0,0.1,0,0,0,NA,0,NA,0.8,NA,12032,FleaFlicker,12610,SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0/0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,0,0,12.8,NA,0,0.1,0,0,0.3,NA,0,NA,0.73,NA,13143,FleaFlicker,13124,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0/0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaren Hall,QB,MIN,NA,0,0,10.8,NA,0,0.1,0,0,0.3,NA,0,NA,0.63,NA,17796,FleaFlicker,16154,@DENSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0/0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,0,0,7.7,NA,0.1,0.1,0,0,0.2,NA,0,NA,0.61,NA,15705,FleaFlicker,14789,CINThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0/0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SF,NA,0,0,8,NA,0,0,0,0,0,NA,0,NA,0.56,NA,13770,FleaFlicker,13592,TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB40,0/0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,0,0,9.3,NA,0.1,0.1,0,0,0,NA,0,NA,0.55,NA,8514,FleaFlicker,10697,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB38,0/0,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Clifford,QB,GB,NA,0,0,6.6,NA,0,0.1,0,0,0,NA,0,NA,0.49,NA,17789,FleaFlicker,16313,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0/0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Bagent,QB,CHI,NA,0,0,8.9,NA,0,0.1,0,0,0.2,NA,0,NA,0.47,NA,18054,FleaFlicker,16384,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB35,0/0,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,WAS,NA,0,0,6.8,NA,0,0,0,0,0.1,NA,0,NA,0.45,NA,12079,FleaFlicker,12616,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0/0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Barkley,QB,NYG,NA,0,0,8.6,NA,0,0.1,0,0,0,NA,0,NA,0.43,NA,9507,FleaFlicker,11151,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0/0,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,0,0,6.4,NA,0,0,0,0,0.1,NA,0,NA,0.42,NA,12960,FleaFlicker,13125,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0/0,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Dalton,QB,CAR,NA,0,0,6,NA,0,0,0,0,0,NA,0,NA,0.4,NA,7404,FleaFlicker,10313,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0/0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,31.55,21.31,236.94,NA,1.61,0.7,NA,8.65,50.99,NA,0.35,NA,21.19,NA,lamar-jackson,NumberFire,13593,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.36,29.02,#20,1,1,21.9,8100,2.7,22.22,21.9,NA
Josh Allen,QB,BUF,NA,33.4,22.85,233.22,NA,1.49,0.73,NA,7.74,40.22,NA,0.48,NA,20.15,NA,josh-allen,NumberFire,13589,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37,27.93,#6,2,2,20.92,9000,2.32,21.25,20.92,NA
Dak Prescott,QB,DAL,NA,34.4,23.61,260.19,NA,1.83,0.71,NA,4.95,20.33,NA,0.29,NA,19.6,NA,dak-prescott,NumberFire,12620,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,27.35,#28,3,3,20.27,8500,2.38,20.58,20.27,NA
Patrick Mahomes,QB,KC,NA,36.17,24.51,257.68,NA,1.87,0.63,NA,4.69,22.75,NA,0.16,NA,19.41,NA,patrick-mahomes,NumberFire,13116,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.66,27.16,#16,4,4,20.05,9200,2.18,20.28,20.05,NA
