player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Mitchell Wilcox,TE,CIN,NA,NA,0.7,6.5,NA,NA,0,0,0.7,NA,19510,FantasyPros,15563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane Zylstra,TE,DET,NA,NA,0.5,4.8,NA,NA,0,0,0.5,NA,23461,FantasyPros,15604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Sullivan,TE,CAR,NA,NA,0.6,5.3,NA,NA,0,0,0.5,NA,19641,FantasyPros,15026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,MIA,NA,NA,0.5,4.7,NA,NA,0,0,0.5,NA,22783,FantasyPros,15334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Tonges,TE,CHI,NA,NA,0.5,5.1,NA,NA,0,0,0.5,NA,24778,FantasyPros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,NA,0.5,4.1,NA,NA,0,0,0.5,NA,19501,FantasyPros,15335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,BAL,NA,NA,0.4,3.8,NA,NA,0,0,0.4,NA,18487,FantasyPros,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,TE,PHI,NA,NA,0.4,3.6,NA,NA,0,0,0.4,NA,23193,FantasyPros,15541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,0.4,3.5,NA,NA,0,0,0.4,NA,23982,FantasyPros,15889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevon Wesco,TE,CHI,NA,NA,0.4,4.1,NA,NA,0,0,0.4,NA,18567,FantasyPros,14231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Anderson,TE,ARI,NA,NA,0.3,2.8,NA,NA,0,0,0.4,NA,15760,FantasyPros,12859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,TE,BUF,NA,NA,0.3,2,NA,NA,0,0,0.3,NA,19844,FantasyPros,15103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cethan Carter,TE,MIA,NA,NA,0.2,2.5,NA,NA,0,0,0.3,NA,16543,FantasyPros,13369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,NA,0.2,1.9,NA,NA,0,0,0.3,NA,19372,FantasyPros,14871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,TE,DEN,NA,NA,0.1,0.7,NA,NA,0,0,0.1,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelce, Travis",TE,KCC,NA,9.4,6.7,78,NA,NA,0.6,0,11.8,NA,NA,FantasySharks,11244,LAC,1.7,0.4,0,0.1,0,0.1,0,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrews, Mark",TE,BAL,NA,8.6,5.6,68,NA,NA,0.4,0,9,NA,NA,FantasySharks,13671,MIA,1.2,0.3,0.1,0,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waller, Darren",TE,LVR,NA,8.4,5.4,66,NA,NA,0.3,0.1,8.1,NA,NA,FantasySharks,12263,ARI,1.4,0.2,0,0,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Taysom",TE,NOS,NA,0.9,0.7,6,NA,NA,0.1,0.1,7.8,NA,NA,FantasySharks,13424,TBB,0.2,0.1,0,0,0,0,0,45,0.4,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kittle, George",TE,SFO,NA,6.4,4.4,57,NA,NA,0.3,0,7.7,NA,NA,FantasySharks,13299,SEA,0.6,0.1,0.1,0,0,0.1,0,1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goedert, Dallas",TE,PHI,NA,6.4,4.2,60,NA,NA,0.2,0,7.3,NA,NA,FantasySharks,13674,MIN,0.5,0.2,0,0,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitts, Kyle",TE,ATL,NA,7,5,60,NA,NA,0.2,0,7,NA,NA,FantasySharks,15329,@LAR,0.7,0.1,0.1,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schultz, Dalton",TE,DAL,NA,6.5,5,48,NA,NA,0.3,0,6.8,NA,NA,FantasySharks,13772,CIN,0.9,0.2,0.1,0,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox, Dawson",TE,BUF,NA,4.3,3,33,NA,NA,0.6,0,6.7,NA,NA,FantasySharks,14143,TEN,1.1,0.3,0.2,0.1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brate, Cameron",TE,TBB,NA,5.7,3.4,44,NA,NA,0.4,0,6.6,NA,NA,FantasySharks,12110,@NOS,0.7,0.3,0.1,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ertz, Zach",TE,ARI,NA,7.1,4.4,44,NA,NA,0.3,0,6.4,NA,NA,FantasySharks,11247,@LVR,1.3,0.2,0,0,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howard, O.J.",TE,HOU,NA,3.2,2.7,28,NA,NA,0.5,0,6,NA,NA,FantasySharks,13188,@DEN,0.3,0.2,0.2,0.2,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hockenson, T.J.",TE,DET,NA,6.4,4.1,40,NA,NA,0.3,0,5.9,NA,NA,FantasySharks,14138,WAS,0.9,0.2,0.1,0,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,LAC,NA,4.1,2.9,34,NA,NA,0.4,0,5.9,NA,NA,FantasySharks,13236,@KCC,0.7,0.1,0.2,0.1,0,0,0,1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Logan",TE,WAS,NA,6.2,4,40,NA,NA,0.3,0,5.7,NA,NA,FantasySharks,11647,@DET,1.3,0.2,0.1,0,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Njoku, David",TE,CLE,NA,4.3,3,31,NA,NA,0.4,0,5.7,NA,NA,FantasySharks,13192,NYJ,0.9,0.3,0.1,0.1,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higbee, Tyler",TE,LAR,NA,6.2,4.1,41,NA,NA,0.2,0,5.4,NA,NA,FantasySharks,12678,ATL,0.9,0.1,0.1,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freiermuth, Pat",TE,PIT,NA,5.2,4,40,NA,NA,0.2,0.1,5.3,NA,NA,FantasySharks,15331,NEP,0.9,0.1,0.1,0,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Hunter",TE,NEP,NA,4.1,2.5,31,NA,NA,0.3,0,5.2,NA,NA,FantasySharks,12676,@PIT,0.8,0.2,0.1,0.1,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gesicki, Mike",TE,MIA,NA,6.4,3.8,42,NA,NA,0.2,0,5.2,NA,NA,FantasySharks,13672,@BAL,0.9,0.1,0.1,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okwuegbunam, Albert",TE,DEN,NA,4.6,3.6,34,NA,NA,0.3,0,5,NA,NA,FantasySharks,14873,HOU,0.9,0.3,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurst, Hayden",TE,CIN,NA,5,4,40,NA,NA,0.2,0,5,NA,NA,FantasySharks,13680,@DAL,0.8,0.1,0.1,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,4.4,2.9,27,NA,NA,0.3,0,4.8,NA,NA,FantasySharks,15873,CAR,0.6,0.3,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonyan, Robert",TE,GBP,NA,3.5,2.6,28,NA,NA,0.3,0,4.7,NA,NA,FantasySharks,13427,CHI,0.7,0.1,0,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith Jr., Irv",TE,MIN,NA,4.3,2.8,31,NA,NA,0.2,0,4.6,NA,NA,FantasySharks,14141,@PHI,1,0.2,0.1,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fant, Noah",TE,SEA,NA,4.2,3.2,30,NA,NA,0.2,0,4.2,NA,NA,FantasySharks,14137,@SFO,0.7,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uzomah, C.J.",TE,NYJ,NA,4.1,2.9,25,NA,NA,0.3,0,4,NA,NA,FantasySharks,12317,@CLE,0.6,0.2,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,NOS,NA,2.7,1.9,20,NA,NA,0.2,0.1,3.9,NA,NA,FantasySharks,14870,TBB,0.5,0,0.2,0,0,0,0,4,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engram, Evan",TE,JAC,NA,5.2,3.4,32,NA,NA,0.1,0,3.9,NA,NA,FantasySharks,13189,IND,0.4,0.1,0,0,0,0,0,-0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conklin, Tyler",TE,NYJ,NA,4.3,2.8,24,NA,NA,0.2,0,3.8,NA,NA,FantasySharks,13675,@CLE,0.6,0.2,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kmet, Cole",TE,CHI,NA,5.4,3.4,34,NA,NA,0.1,0,3.6,NA,NA,FantasySharks,14867,@GBP,0.8,0,0,0,0,0,0,-0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreau, Foster",TE,LVR,NA,2.7,1.6,22,NA,NA,0.1,0,3,NA,NA,FantasySharks,14239,ARI,0.5,0.1,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",TE,IND,NA,3,1.7,21,NA,NA,0.2,0,3,NA,NA,FantasySharks,13246,@JAC,0.5,0,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,CLE,NA,2.6,1.8,19,NA,NA,0.2,0,2.9,NA,NA,FantasySharks,14875,NYJ,0.7,0.2,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,TEN,NA,3.2,2,18,NA,NA,0.2,0,2.8,NA,NA,FantasySharks,12677,@BUF,0.6,0.1,0.1,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissly, Will",TE,SEA,NA,2,1.4,17,NA,NA,0.2,0,2.6,NA,NA,FantasySharks,13763,@SFO,0.3,0,0.1,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jonnu",TE,NEP,NA,2.8,1.6,17,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,13193,@PIT,0.5,0.1,0,0,0,0,0,1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,2.7,2.1,23,NA,NA,0,0,2.3,NA,NA,FantasySharks,13676,@BAL,0.4,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Griffin, Ryan",TE,CHI,NA,2.7,1.4,16,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,11399,@GBP,0.5,0,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,DEN,NA,2.3,1.7,19,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,13315,HOU,0.3,0.1,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arnold, Dan",TE,JAC,NA,2.8,1.8,22,NA,NA,0,0.1,2.2,NA,NA,FantasySharks,13880,IND,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Maxx",TE,ARI,NA,1.4,1.2,16,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,12206,@LVR,0.2,0,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaim, Geoff",TE,TEN,NA,2.4,1.7,13,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,12378,@BUF,0.6,0.1,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gentry, Zach",TE,PIT,NA,2.2,1.7,17,NA,NA,0,0,2.1,NA,NA,FantasySharks,14240,NEP,0.4,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Noah",TE,KCC,NA,1.5,1,7,NA,NA,0.2,0,1.9,NA,NA,FantasySharks,15337,LAC,0.6,0.2,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,1.9,1.3,16,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,15344,@DET,0.3,0,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rudolph, Kyle",TE,TBB,NA,2.3,1.3,14,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,10312,@NOS,0.6,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan, Brevin",TE,HOU,NA,2.5,1.7,13,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,15330,@DEN,0.2,0.1,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Ian",TE,CAR,NA,2.2,1.3,14,NA,NA,0,0,1.6,NA,NA,FantasySharks,13678,@NYG,0.3,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kroft, Tyler",TE,SFO,NA,1.7,1.1,14,NA,NA,0,0,1.5,NA,NA,FantasySharks,12212,SEA,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hesse, Parker",TE,ATL,NA,1.8,1.3,11,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,15564,@LAR,0.4,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,GBP,NA,1.7,1.4,13,NA,NA,0,0,1.5,NA,NA,FantasySharks,8269,CHI,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,GBP,NA,1.5,1.1,11,NA,NA,0,0,1.4,NA,NA,FantasySharks,14876,CHI,0.3,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferguson, Jake",TE,DAL,NA,1.1,0.8,8,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,15799,CIN,0.3,0,0.1,0,0,0,0,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",TE,SEA,NA,0.6,0.5,7,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,14871,@SFO,0.1,0,0,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKitty, Tre'",TE,LAC,NA,1.9,1.3,12,NA,NA,0,0,1.3,NA,NA,FantasySharks,15333,@KCC,0.4,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,2,1.2,9,NA,NA,0,0,1.3,NA,NA,FantasySharks,15332,@NYG,0.2,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fortson, Jody",TE,KCC,NA,0.5,0.4,3,NA,NA,0.2,0,1.2,NA,NA,FantasySharks,15070,LAC,0.3,0.2,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",TE,IND,NA,2.3,1.3,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,15419,@JAC,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Juwan",TE,NOS,NA,0.8,0.4,6,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,14861,TBB,0.1,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,PHI,NA,1.7,0.9,10,NA,NA,0,0,1.1,NA,NA,FantasySharks,15541,MIN,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vannett, Nick",TE,NOS,NA,1,0.5,7,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,12680,TBB,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.2,1,6,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,15626,WAS,0.2,0,0,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,HOU,NA,2.2,1.4,11,NA,NA,0,0.1,1,NA,NA,FantasySharks,13994,@DEN,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson, Tanner",TE,NYG,NA,1.7,0.9,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,14370,CAR,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,JAC,NA,0.9,0.6,6,NA,NA,0,0,0.8,NA,NA,FantasySharks,12955,IND,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,SFO,NA,0.9,0.6,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,14984,SEA,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,1,0.8,5,NA,NA,0,0,0.6,NA,NA,FantasySharks,14146,@DAL,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweeney, Tommy",TE,BUF,NA,0.9,0.6,3,NA,NA,0.1,0,0.5,NA,NA,FantasySharks,14294,TEN,0.1,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,0.9,0.8,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,13940,@PHI,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Brycen",TE,LAR,NA,1,0.6,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,14868,ATL,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,SFO,NA,0.3,0.2,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,13988,SEA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long, Hunter",TE,MIA,NA,0.8,0.4,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,15334,@BAL,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
