team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
NA,0.679963265,NA,2.007366644,NA,0.7020939,1.080144462,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0514,60024,Chargers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077654171,0.031398586,60.24819025
NA,0.751854082,NA,2.025953579,NA,0.446966318,0.687640489,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0520,60028,Commanders D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074307533,0.03071493,57.77743356
NA,0.750347954,NA,2.674989414,NA,0.51362336,0.790189784,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0507,60005,Browns D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075682415,0.032201086,58.78726356
NA,0.690071491,NA,2.371940443,NA,0.56414859,0.867920907,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0518,60021,Eagles D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073653012,0.032406561,61.39091474
NA,0.99855888,NA,2.886155575,NA,0.53740488,0.826776738,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0506,60004,Bengals D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078204144,0.032296622,63.38840761
NA,0.707267666,NA,2.179021201,NA,0.480333327,0.73897435,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0504,60017,Patriots D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07704926,0.03079888,65.63983487
NA,0.576775909,NA,3.129903778,NA,0.503797445,0.775072993,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0528,60014,Rams D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070210117,0.02960365,59.39413244
NA,0.845669109,NA,2.156087629,NA,0.508128076,0.781735501,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0508,60010,Titans D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076781009,0.033041286,61.69236543
NA,0.830897013,NA,2.695229568,NA,0.550409916,0.846784486,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0511,60007,Broncos D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070782515,0.030160933,59.17249007
NA,0.710184054,NA,1.95084008,NA,0.450043401,0.692374463,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0524,60016,Vikings D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074722109,0.031892872,60.49238086
NA,0.789341327,NA,2.655724106,NA,0.495439782,0.76221505,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0527,60029,Panthers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076419776,0.03065794,61.90737744
NA,0.896345852,NA,2.417108615,NA,0.366096339,0.563225138,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0517,60019,Giants D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073284871,0.033165704,59.86535276
NA,0.707090941,NA,2.274699917,NA,0.563455119,0.866854029,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0513,60013,Raiders D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077313114,0.032846534,62.03049236
NA,0.912644131,NA,2.622845103,NA,0.594271686,0.914264132,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0519,60022,Cardinals D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072425979,0.032503004,61.11935588
NA,0.526012372,NA,2.06842508,NA,0.597014282,0.918483511,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0505,60020,Jets D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073954075,0.031701244,59.92823673
NA,0.729238201,NA,1.912683886,NA,0.496261111,0.763478632,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0515,60026,Seahawks D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073073202,0.029853908,61.54456292
NA,0.521359714,NA,2.080954743,NA,0.60309804,0.927843138,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0521,60003,Bears D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074638189,0.032412887,57.601915
NA,0.796843812,NA,2.112210822,NA,0.530910916,0.816786025,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0512,60012,Chiefs D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080189548,0.033477529,62.34316239
NA,0.706424019,NA,2.143001629,NA,0.479040932,0.736986049,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0509,60030,Jaguars D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073588173,0.030319659,60.55803064
NA,0.953151604,NA,2.399842708,NA,0.524361122,0.806709419,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0526,60001,Falcons D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074592196,0.032538111,58.96961063
NA,0.567093273,NA,2.327923874,NA,0.466517814,0.717719714,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0532,60034,Texans D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075818121,0.032846353,59.22610133
NA,0.749291033,NA,2.201703646,NA,0.42873476,0.659591939,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0522,60008,Lions D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07519794,0.032196565,60.29245211
