player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
"Walker, P.J.",QB,CAR,NA,7.1,3.8,39,NA,0.1,0.7,NA,1.1,4,NA,0,0.1,2,NA,NA,FantasySharks,13416,SFO,0.1,0,0,0,0,0,1.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,1.7,1.1,14,NA,0.1,0.1,NA,1.3,3,NA,0.1,0,1.9,NA,NA,FantasySharks,15698,@CAR,0.1,0,0,0,0,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYG,NA,4.8,2.4,23,NA,0.1,0.6,NA,1.5,9,NA,0,0,1.6,NA,NA,FantasySharks,10413,@GBP,0,0,0,0,0,0,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson, Skylar",QB,MIA,NA,4.4,2.3,30,NA,0,0.2,NA,0.2,1,NA,0,0,1.3,NA,NA,FantasySharks,15699,@NYJ,0,0,0,0,0,0,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCoy, Colt",QB,ARI,NA,3.8,2.4,24,NA,0,0.1,NA,1.4,3,NA,0,0.1,1.3,NA,NA,FantasySharks,9899,PHI,0,0,0,0,0,0,0.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",QB,GBP,NA,2.4,1.6,22,NA,0.1,0.2,NA,1.2,0,NA,0,0,1.2,NA,NA,FantasySharks,14782,NYG,0,0,0,0,0,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Mike",QB,NYJ,NA,1.9,1.3,15,NA,0.1,0.1,NA,0,0,NA,0,0,1.2,NA,NA,FantasySharks,13598,MIA,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,LVR,NA,1.6,0.8,7,NA,0,0,NA,0.6,3,NA,0.1,0,1.1,NA,NA,FantasySharks,14063,@KCC,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Kyle",QB,HOU,NA,2.1,1.2,12,NA,0.1,0,NA,0.6,3,NA,0,0.1,1.1,NA,NA,FantasySharks,13879,@JAC,0,0.1,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McSorley, Trace",QB,ARI,NA,1.2,0.7,5,NA,0,0,NA,1.3,5,NA,0,0,0.7,NA,NA,FantasySharks,14061,PHI,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,SEA,NA,1.2,0.8,10,NA,0,0,NA,0.1,0,NA,0,0,0.7,NA,NA,FantasySharks,14057,@NOS,0,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabbert, Blaine",QB,TBB,NA,1.7,1,11,NA,0.1,0,NA,1.2,-0.5,NA,0,0,0.7,NA,NA,FantasySharks,10262,ATL,0,0,0.1,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenum, Case",QB,BUF,NA,1.6,0.7,6,NA,0,0.1,NA,1.2,0,NA,0,0,0.4,NA,NA,FantasySharks,10948,PIT,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grier, Will",QB,DAL,NA,1,0.7,6,NA,0,0,NA,0.7,-1.1,NA,0,0,0.3,NA,NA,FantasySharks,14062,@LAR,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foles, Nick",QB,IND,NA,0.9,0.4,4,NA,0,0.1,NA,0.8,0,NA,0,0,0.3,NA,NA,FantasySharks,10699,@DEN,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minshew, Gardner",QB,PHI,NA,1.9,0.8,7,NA,0,0.1,NA,0.4,2,NA,0,0.1,0.2,NA,NA,FantasySharks,14067,@ARI,0,0,0,0,0,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Brandon",QB,CIN,NA,0.7,0.2,1,NA,0,0,NA,0.4,-0.2,NA,0,0,0.2,NA,NA,FantasySharks,12621,@BAL,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henne, Chad",QB,KCC,NA,1,0.7,5,NA,0,0,NA,1.1,-0.3,NA,0,0,0.2,NA,NA,FantasySharks,9073,LVR,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rypien, Brett",QB,DEN,NA,0.7,0.4,3,NA,0,0.1,NA,0,0.1,NA,0,0,0.1,NA,NA,FantasySharks,14065,IND,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rudolph, Mason",QB,PIT,NA,0.3,0.2,2,NA,0,0,NA,0,0,NA,0,0,0.1,NA,NA,FantasySharks,13595,@BUF,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beathard, C.J.",QB,JAC,NA,0.2,0.1,1,NA,0,0,NA,0.5,0.1,NA,0,0,0.1,NA,NA,FantasySharks,13125,HOU,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,36,24,299,NA,2,0,NA,8,42,NA,1,NA,33.2,NA,16228,FFToday,13589,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,33,22,280,NA,2,0,NA,8,45,NA,1,NA,32.5,NA,17116,FFToday,14783,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,29,19,232,NA,2,1,NA,10,60,NA,1,NA,31.6,NA,16255,FFToday,13593,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,38,26,302,NA,3,1,NA,2,12,NA,0,NA,28.3,NA,15946,FFToday,13116,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,WAS,NA,36,24,273,NA,2,1,NA,3,15,NA,0,NA,23.2,NA,15741,FFToday,12610,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,36,25,291,NA,2,1,NA,1,5,NA,0,NA,23.1,NA,17102,FFToday,14779,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,LV,NA,33,22,288,NA,2,1,NA,2,6,NA,0,NA,23,NA,14145,FFToday,11644,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,32,21,274,NA,2,1,NA,2,9,NA,0,NA,22.6,NA,17028,FFToday,14777,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,36,21,263,NA,2,0,NA,2,10,NA,0,NA,22.2,NA,17624,FFToday,15237,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,34,21,254,NA,2,1,NA,4,14,NA,0,NA,22.1,NA,13362,FFToday,11150,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,33,20,254,NA,2,1,NA,4,14,NA,0,NA,22.1,NA,12349,FFToday,10703,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Brady,QB,TB,NA,38,26,279,NA,2,0,NA,0,0,NA,0,NA,22,NA,1812,FFToday,5848,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,28,19,229,NA,2,1,NA,5,23,NA,0,NA,21.8,NA,16663,FFToday,14056,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,MIN,NA,35,22,266,NA,2,1,NA,3,4,NA,0,NA,21.7,NA,12376,FFToday,10700,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,GB,NA,34,23,261,NA,2,0,NA,2,6,NA,0,NA,21.7,NA,2480,FFToday,7836,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Dalton,QB,NO,NA,34,20,258,NA,2,1,NA,2,7,NA,0,NA,21.6,NA,11889,FFToday,10313,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,MIA,NA,33,22,253,NA,2,1,NA,2,8,NA,0,NA,21.5,NA,14131,FFToday,11640,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,38,23,255,NA,2,1,NA,2,5,NA,0,NA,21.3,NA,15589,FFToday,12611,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,31,22,262,NA,2,1,NA,0,0,NA,0,NA,21.1,NA,11001,FFToday,9431,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,24,15,167,NA,0,1,NA,8,44,NA,1,NA,18.8,NA,17568,FFToday,15238,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,35,24,269,NA,1,1,NA,4,13,NA,0,NA,18.8,NA,17756,FFToday,15239,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,ATL,NA,27,17,204,NA,1,0,NA,5,30,NA,0,NA,17.2,NA,15240,FFToday,12141,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,CLE,NA,35,23,237,NA,1,0,NA,4,13,NA,0,NA,17.2,NA,15522,FFToday,12616,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,27,16,209,NA,1,2,NA,4,24,NA,0,NA,16.9,NA,18180,FFToday,15692,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ryan,QB,IND,NA,33,21,253,NA,1,1,NA,0,0,NA,0,NA,16.7,NA,2955,FFToday,9099,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,NYG,NA,23,15,175,NA,1,1,NA,7,34,NA,0,NA,16.2,NA,16624,FFToday,14059,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,32,21,241,NA,1,2,NA,0,0,NA,0,NA,16.1,NA,17646,FFToday,15252,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,SF,NA,30,20,228,NA,1,1,NA,1,4,NA,0,NA,15.8,NA,14191,FFToday,11760,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,30,19,228,NA,1,1,NA,1,4,NA,0,NA,15.8,NA,14996,FFToday,13124,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Hoyer,QB,NE,NA,28,17,221,NA,1,1,NA,1,7,NA,0,NA,15.8,NA,11285,FFToday,9714,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,28,19,219,NA,1,0,NA,2,7,NA,0,NA,15.7,NA,12283,FFToday,10697,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,CAR,NA,28,16,202,NA,1,1,NA,3,8,NA,0,NA,14.9,NA,16116,FFToday,13590,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,32.4,20.8,247.9,NA,2,0.8,107.2,10,46.4,NA,0.6,NA,27.19,NA,15581,FleaFlicker,14783,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB3,20/32,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,37.9,25.5,298.8,NA,2,0.6,110,4.1,20.5,NA,0.2,NA,26.59,NA,12894,FleaFlicker,13116,LVMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,8,QB4,25/37,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,37.1,23.7,269.3,NA,2,0.9,102.2,7.8,43.8,NA,0.5,NA,26.47,NA,13761,FleaFlicker,13589,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB1,23/37,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,32.8,21.1,240.7,NA,2,0.9,108.9,9.8,61.7,NA,0.3,NA,26.03,NA,13775,FleaFlicker,13593,CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB2,21/32,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,39.1,25.3,285.1,NA,2,0.8,103,3.3,13.2,NA,0.1,NA,24.97,NA,15516,FleaFlicker,14779,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,8,QB5,25/39,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Brady,QB,TB,NA,39.5,26.9,293.8,NA,2,0.6,106,1.5,2,NA,0.1,NA,23.77,NA,309,FleaFlicker,5848,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB8,26/39,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,LV,NA,38,25.1,277.7,NA,2,0.8,104.8,2.5,10,NA,0.1,NA,23.28,NA,10315,FleaFlicker,11644,@KCMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB11,25/38,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,35.9,23.8,290.6,NA,2,0.9,110.4,3.8,15.8,NA,0.1,NA,23.19,NA,15532,FleaFlicker,14777,@BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB7,23/35,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,MIA,NA,33.9,22.9,254.6,NA,2,0.8,109.9,2.5,9.1,NA,0.1,NA,22.9,NA,10240,FleaFlicker,11640,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB38,22/33,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,34.3,21.9,241.8,NA,2,0.8,102.7,3.5,16.1,NA,0.1,NA,22.8,NA,16242,FleaFlicker,15237,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB12,21/34,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,GB,NA,33.1,22.3,248.5,NA,2,0.5,109.2,2,7.8,NA,0.1,NA,22.51,NA,3452,FleaFlicker,7836,NYGSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB14,22/33,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,WAS,NA,34.8,22.3,241.3,NA,2,0.8,105.1,3.1,13.1,NA,0.1,NA,22.48,NA,12032,FleaFlicker,12610,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB19,22/34,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,35.5,23.5,261.6,NA,2,1.1,95.1,2,6.4,NA,0.1,NA,22.04,NA,6038,FleaFlicker,9431,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB9,23/35,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,35.8,22.7,250.5,NA,2,0.8,103.3,1.7,4.9,NA,0.1,NA,21.97,NA,12102,FleaFlicker,12611,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB17,22/35,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,32.4,20.7,237.1,NA,2,0.6,105.9,3.8,17.2,NA,0.1,NA,21.02,NA,8598,FleaFlicker,10703,INDThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB13,20/32,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,30.4,19.9,229.3,NA,2,0.8,108.9,3.7,14.7,NA,0.2,NA,20.49,NA,8514,FleaFlicker,10697,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB24,19/30,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,MIN,NA,35.4,22.9,257.7,NA,2,0.7,104.1,1.5,6,NA,0.1,NA,20.48,NA,8625,FleaFlicker,10700,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB10,22/35,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,36.9,24.6,245.2,NA,1,0.8,95.3,6,29.3,NA,0.2,NA,19.07,NA,14664,FleaFlicker,14056,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB6,24/36,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,ATL,NA,30.1,18,213.8,NA,1,0.9,92.8,6.6,31.1,NA,0.3,NA,17.42,NA,11184,FleaFlicker,12141,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB20,18/30,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,NYG,NA,30.6,19.3,195.3,NA,1,0.7,93.1,6.3,36.6,NA,0.2,NA,17.26,NA,14668,FleaFlicker,14059,@GBSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB26,19/30,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33.8,22.6,245.6,NA,1,0.8,98.7,3.9,15.7,NA,0.2,NA,16.83,NA,9372,FleaFlicker,11150,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB21,22/33,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,CLE,NA,30.7,19.8,211.1,NA,1,0.8,95.3,3.5,16.7,NA,0.2,NA,15.84,NA,12079,FleaFlicker,12616,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB25,19/30,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,35.3,21.1,231.9,NA,1,0.9,89.1,2.5,13.1,NA,0.1,NA,15.82,NA,16233,FleaFlicker,15239,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB29,21/35,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,24.5,14.8,174.3,NA,1,1,77.4,7.6,38.2,NA,0.3,NA,15.62,NA,16262,FleaFlicker,15238,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB22,14/24,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,34.2,21.1,235.9,NA,1,0.8,92.2,2.7,8.4,NA,0.1,NA,15.49,NA,13143,FleaFlicker,13124,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,21/34,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,SF,NA,29.4,18.9,229.3,NA,1,0.8,98.2,2.2,4.2,NA,0.1,NA,14.61,NA,10311,FleaFlicker,11760,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB28,18/29,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,36.1,21.5,213.6,NA,1,1.2,73,2.6,14.4,NA,0.2,NA,14.52,NA,16811,FleaFlicker,15692,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB27,21/36,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,35.1,22.9,238.1,NA,1,1,80.4,1.5,4.6,NA,0,NA,14.41,NA,16280,FleaFlicker,15252,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB32,22/35,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,CAR,NA,32.4,19.8,213.4,NA,1,0.9,89.7,3.1,11.2,NA,0.1,NA,14.37,NA,13758,FleaFlicker,13590,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB33,19/32,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ryan,QB,IND,NA,33.8,21.8,233.6,NA,1,0.8,94.6,2.5,2.5,NA,0.1,NA,14.29,NA,5371,FleaFlicker,9099,@DENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB23,21/33,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Dalton,QB,NO,NA,23.2,15.5,206,NA,1,0.6,108.1,1.6,8.4,NA,0.1,NA,14.24,NA,7404,FleaFlicker,10313,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB40,15/23,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Hoyer,QB,NE,NA,16.5,10.6,143.6,NA,1,0.5,112.2,1.6,7.3,NA,0.1,NA,13.33,NA,6324,FleaFlicker,9714,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB37,10/16,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
