team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
Carolina Panthers,0.71,0.04,2.35,NA,0.73,NA,0.14,23.01,NA,NA,NA,NA,NA,6.27,NA,NFL,0527,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
New England Patriots,0.88,0.03,2.07,NA,0.58,NA,0.15,18.51,NA,NA,NA,NA,NA,6.19,NA,NFL,0504,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Detroit Lions,0.87,0.03,2.2,NA,0.61,NA,0.15,26.33,NA,NA,NA,NA,NA,6.18,NA,NFL,0522,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA
Cleveland Browns,0.9,0.03,2.17,NA,0.55,NA,0.13,21.57,NA,NA,NA,NA,NA,6.15,NA,NFL,0507,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
New York Jets,0.75,0.04,2.27,NA,0.6,NA,0.15,23.02,NA,NA,NA,NA,NA,6.07,NA,NFL,0505,100024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Houston Texans,0.81,0.03,2.04,NA,0.59,NA,0.15,24.11,NA,NA,NA,NA,NA,5.98,NA,NFL,0532,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Las Vegas Raiders,0.68,0.02,1.99,NA,0.72,NA,0.15,26.27,NA,NA,NA,NA,NA,5.97,NA,NFL,0513,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Pittsburgh Steelers,0.88,0.03,1.84,NA,0.61,NA,0.14,26.73,NA,NA,NA,NA,NA,5.84,NA,NFL,0510,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
New York Giants DEF  View News,0.61,0.02,1.91,NA,0.6,NA,0.15,27.16,NA,NA,NA,NA,NA,5.39,NA,NFL,0517,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Atlanta Falcons,0.8,0.02,1.51,NA,0.56,NA,0.15,26.93,NA,NA,NA,NA,NA,5.29,NA,NFL,0526,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
NA,0.789989119,NA,2.543152361,NA,0.44706454,0.687791601,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0501,60002,Bills D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076701087,0.033408888,61.99178612
NA,1.074461151,NA,2.963666209,NA,0.401526298,0.617732766,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0523,60009,Packers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072425476,0.032156672,56.4155165
NA,0.810060052,NA,1.873393876,NA,0.527818011,0.812027709,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0529,60018,Saints D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080827134,0.034377549,62.5710915
NA,1.153041606,NA,2.723243129,NA,0.513078892,0.789352141,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0525,60027,Buccaneers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074415622,0.031528556,58.66353079
NA,0.78375297,NA,2.422976441,NA,0.609419499,0.93756846,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0531,60033,Ravens D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077013581,0.031322943,58.26992977
NA,0.554049076,NA,2.977183657,NA,0.482253952,0.741929156,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0530,60025,49ers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0736645,0.031939011,59.60904919
NA,0.943221785,NA,2.90958786,NA,0.566373525,0.871343884,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0516,60006,Cowboys D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078327121,0.031630579,60.77179724
NA,0.924408959,NA,2.047981323,NA,0.51037397,0.785190724,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0502,60011,Colts D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07564499,0.031738901,58.49171729
NA,0.917146299,NA,2.132264196,NA,0.488252062,0.751157018,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0510,60023,Steelers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074260272,0.031562633,57.77971371
NA,0.830745103,NA,2.30856297,NA,0.62706553,0.9647162,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0503,60015,Dolphins D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076487171,0.032648037,65.47921805
NA,0.679963265,NA,2.007366644,NA,0.7020939,1.080144462,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0514,60024,Chargers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077654171,0.031398586,60.24819025
NA,0.751854082,NA,2.025953579,NA,0.446966318,0.687640489,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0520,60028,Commanders D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074307533,0.03071493,57.77743356
NA,0.750347954,NA,2.674989414,NA,0.51362336,0.790189784,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0507,60005,Browns D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075682415,0.032201086,58.78726356
NA,0.690071491,NA,2.371940443,NA,0.56414859,0.867920907,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0518,60021,Eagles D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073653012,0.032406561,61.39091474
NA,0.99855888,NA,2.886155575,NA,0.53740488,0.826776738,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0506,60004,Bengals D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078204144,0.032296622,63.38840761
NA,0.707267666,NA,2.179021201,NA,0.480333327,0.73897435,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0504,60017,Patriots D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07704926,0.03079888,65.63983487
NA,0.576775909,NA,3.129903778,NA,0.503797445,0.775072993,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0528,60014,Rams D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070210117,0.02960365,59.39413244
NA,0.845669109,NA,2.156087629,NA,0.508128076,0.781735501,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0508,60010,Titans D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076781009,0.033041286,61.69236543
NA,0.830897013,NA,2.695229568,NA,0.550409916,0.846784486,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0511,60007,Broncos D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070782515,0.030160933,59.17249007
NA,0.710184054,NA,1.95084008,NA,0.450043401,0.692374463,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0524,60016,Vikings D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074722109,0.031892872,60.49238086
NA,0.789341327,NA,2.655724106,NA,0.495439782,0.76221505,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0527,60029,Panthers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076419776,0.03065794,61.90737744
NA,0.896345852,NA,2.417108615,NA,0.366096339,0.563225138,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0517,60019,Giants D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073284871,0.033165704,59.86535276
NA,0.707090941,NA,2.274699917,NA,0.563455119,0.866854029,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0513,60013,Raiders D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077313114,0.032846534,62.03049236
NA,0.912644131,NA,2.622845103,NA,0.594271686,0.914264132,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0519,60022,Cardinals D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072425979,0.032503004,61.11935588
NA,0.526012372,NA,2.06842508,NA,0.597014282,0.918483511,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0505,60020,Jets D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073954075,0.031701244,59.92823673
NA,0.729238201,NA,1.912683886,NA,0.496261111,0.763478632,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0515,60026,Seahawks D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073073202,0.029853908,61.54456292
NA,0.521359714,NA,2.080954743,NA,0.60309804,0.927843138,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0521,60003,Bears D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074638189,0.032412887,57.601915
NA,0.796843812,NA,2.112210822,NA,0.530910916,0.816786025,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0512,60012,Chiefs D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080189548,0.033477529,62.34316239
NA,0.706424019,NA,2.143001629,NA,0.479040932,0.736986049,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0509,60030,Jaguars D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073588173,0.030319659,60.55803064
NA,0.953151604,NA,2.399842708,NA,0.524361122,0.806709419,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0526,60001,Falcons D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074592196,0.032538111,58.96961063
NA,0.567093273,NA,2.327923874,NA,0.466517814,0.717719714,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0532,60034,Texans D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075818121,0.032846353,59.22610133
NA,0.749291033,NA,2.201703646,NA,0.42873476,0.659591939,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0522,60008,Lions D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07519794,0.032196565,60.29245211
